fault_index,gate_id,fault_val,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,classic_backtrace_count,classic_backtrace_hops,classic_time_s
4125,16351,4,True,1,0,6,0,20,0.076533
4126,16352,3,True,1,0,4,0,13,0.051894
4127,16352,4,True,1,0,6,0,20,0.073038
4128,16355,3,True,1,0,4,0,13,0.053533
4129,16355,4,True,1,0,6,0,20,0.074243
4130,16362,4,True,1,0,10,0,45,0.114575
4131,16363,3,True,1,0,6,0,15,0.072608
4132,16363,4,True,1,0,10,0,45,0.113258
4133,16364,4,True,1,0,10,0,45,0.115665
4134,16367,3,True,1,0,4,0,14,0.05337
4135,16368,4,True,1,0,6,0,20,0.075551
4136,16371,3,True,1,0,4,0,14,0.051362
4137,16371,4,True,1,0,6,0,20,0.072836
4138,16372,3,True,1,0,4,0,14,0.051973
4139,16372,4,True,1,0,6,0,20,0.076697
4140,16375,4,True,1,0,10,0,49,0.118609
4141,16376,3,True,1,0,6,0,15,0.076909
4142,16377,4,True,1,0,10,0,49,0.11666
4143,16379,3,True,1,0,6,0,15,0.07391
4144,16380,3,True,1,0,6,0,15,0.073143
4145,16383,3,True,1,0,4,0,14,0.054156
4146,16385,3,True,1,0,4,0,14,0.056156
4147,16385,4,True,1,0,6,0,20,0.076581
4148,16386,3,True,1,0,4,0,14,0.055065
4149,16387,3,True,1,0,4,0,14,0.053794
4150,16387,4,True,1,0,6,0,20,0.080657
4151,16389,4,True,1,0,10,0,57,0.118886
4152,16393,4,True,1,0,10,0,57,0.120696
4153,16398,3,True,1,0,4,0,13,0.054537
4154,16406,3,True,1,0,6,0,15,0.077893
4155,16406,4,True,1,0,5,0,13,0.067782
4156,16407,3,True,1,0,6,0,15,0.074489
4157,16408,4,True,1,0,5,0,13,0.063723
4158,16410,4,True,1,0,5,0,13,0.066619
4159,16411,3,True,1,0,6,0,15,0.077263
4160,16416,4,True,1,0,5,0,13,0.06512
4161,16417,3,True,1,0,6,0,15,0.073782
4162,16418,3,True,1,0,6,0,15,0.073703
4163,16423,3,True,1,0,6,0,15,0.073898
4164,16426,4,True,1,0,5,0,13,0.065755
4165,16429,4,True,1,0,5,0,13,0.064832
4166,16430,4,True,1,0,5,0,13,0.063315
4167,16432,3,True,1,0,6,0,15,0.07452
4168,16433,3,True,1,0,6,0,17,0.075258
4169,16439,4,True,1,0,5,0,15,0.064152
4170,16440,4,True,1,0,5,0,15,0.062094
4171,16443,3,True,1,0,6,0,17,0.073419
4172,16452,3,True,1,0,6,0,17,0.074003
4173,16452,4,True,1,0,5,0,14,0.063904
4174,16453,4,True,1,0,5,0,14,0.064408
4175,16455,4,True,1,0,5,0,14,0.064087
4176,16466,4,True,1,0,5,0,15,0.066132
4177,16471,3,True,1,0,6,0,17,0.076799
4178,16474,4,True,1,1,42,0,369,0.472894
4179,16480,3,True,1,0,15,0,89,0.168633
4180,16480,4,True,1,0,26,0,278,0.285288
4181,16484,4,True,1,0,7,0,26,0.084317
4182,16487,3,True,1,0,6,0,16,0.074224
4183,16488,3,True,1,0,6,0,16,0.071939
4184,16491,3,True,1,0,6,0,16,0.073804
4185,16493,4,True,1,0,8,0,32,0.093749
4186,16495,3,True,1,0,6,0,16,0.073281
4187,16503,4,True,1,0,8,0,33,0.094939
4188,16506,3,True,1,0,5,0,14,0.061858
4189,16508,3,True,1,0,6,0,15,0.073228
4190,16510,4,True,1,0,14,0,67,0.162346
4191,16515,3,True,1,0,5,0,15,0.063118
4192,16516,4,True,1,0,4,0,10,0.054849
4193,16517,4,True,1,0,20,0,228,0.223075
4194,16518,3,True,1,0,24,0,149,0.268862
4195,16523,3,True,1,0,4,0,5,0.055184
4196,16528,3,True,1,0,4,0,5,0.05431
4197,16530,3,True,1,0,4,0,5,0.054731
4198,16533,4,True,1,4,34,0,339,0.416175
4199,16536,4,True,1,0,4,0,6,0.055225
4200,16539,4,True,1,0,4,0,6,0.056522
4201,16541,3,True,1,0,23,0,265,0.259967
4202,16542,4,True,1,0,4,0,6,0.054814
4203,16544,3,True,1,0,23,0,265,0.255642
4204,16546,4,True,1,0,4,0,6,0.054254
4205,16548,4,True,1,0,4,0,6,0.055841
4206,16549,4,True,1,0,4,0,6,0.054583
4207,16551,4,True,1,0,5,0,18,0.067637
4208,16557,3,True,1,0,4,0,5,0.059305
4209,16561,4,True,1,0,5,0,18,0.066502
4210,16562,3,True,1,0,4,0,5,0.053538
4211,16562,4,True,1,0,5,0,18,0.077147
4212,16565,3,True,1,0,4,0,5,0.054553
4213,16566,3,True,1,0,24,0,284,0.271345
4214,16570,4,True,1,0,4,0,6,0.054907
4215,16581,3,True,1,0,24,0,284,0.270813
4216,16582,4,True,1,0,4,0,6,0.056137
4217,16583,4,True,1,0,4,0,6,0.055817
4218,16585,3,True,1,0,24,0,284,0.269884
4219,16586,3,True,1,0,24,0,284,0.267259
4220,16590,3,True,1,0,24,0,284,0.261057
4221,16591,3,True,1,0,24,0,284,0.267481
4222,16591,4,True,1,0,4,0,6,0.056626
4223,16597,3,True,1,0,12,0,65,0.138783
4224,16598,3,True,1,0,3,0,2,0.040418
4225,16601,3,True,1,0,20,0,69,0.226013
4226,16603,3,True,1,0,20,0,71,0.223813
4227,16607,4,True,1,0,3,0,4,0.044456
4228,16609,3,True,1,0,20,0,72,0.227769
4229,16609,4,True,1,0,3,0,4,0.043144
4230,16610,3,True,1,0,20,0,71,0.222393
4231,16612,3,True,1,0,20,0,71,0.225554
4232,16616,4,True,1,0,3,0,4,0.041785
4233,16618,4,True,1,0,3,0,4,0.042304
4234,16624,4,True,1,0,3,0,4,0.043549
4235,16625,4,True,1,0,3,0,4,0.043359
4236,16629,4,True,1,0,3,0,4,0.041774
4237,16631,4,True,1,0,3,0,4,0.04329
4238,16635,4,False,2,264,563,0,2644,10.010429
4239,16636,3,True,1,0,20,0,239,0.230225
4240,16638,3,True,1,0,20,0,239,0.236002
4241,16639,3,True,1,0,20,0,239,0.239365
4242,16639,4,True,1,0,4,0,10,0.054883
4243,16645,3,True,1,0,3,0,6,0.046913
4244,16645,4,True,1,0,19,0,89,0.228771
4245,16649,4,True,1,0,19,0,89,0.224315
4246,16652,4,True,1,0,19,0,88,0.226213
4247,16653,4,True,1,0,19,0,89,0.222557
4248,16656,3,True,1,0,48,0,333,0.539135
4249,16663,4,True,1,0,63,0,421,0.69474
4250,16667,4,True,1,0,41,0,408,0.443701
4251,16673,3,True,1,0,22,0,169,0.250385
4252,16714,3,True,1,0,8,0,26,0.104211
4253,16716,4,True,1,54,129,0,1023,2.04403
4254,16723,4,True,1,0,8,0,26,0.096395
4255,16745,3,True,1,0,48,0,420,0.545921
4256,16746,3,True,1,58,141,0,755,2.146487
4257,16746,4,True,1,0,20,0,117,0.221986
4258,16752,4,True,1,1,25,0,162,0.284309
4259,16753,4,False,2,209,528,0,1651,10.007154
4260,16755,3,True,1,0,36,0,339,0.410573
4261,16755,4,True,1,1,26,0,174,0.295951
4262,16756,3,False,2,229,571,0,1767,10.017192
4263,16756,4,False,2,297,670,0,1184,10.003061
4264,16758,3,False,2,95,302,0,1027,10.0003
4265,16759,4,True,1,0,18,0,149,0.211738
4266,16760,4,True,1,0,34,0,307,0.392999
4267,16761,3,True,1,0,18,0,159,0.225991
4268,16769,4,False,2,190,482,0,2630,10.083921
4269,16772,3,False,2,193,486,0,2580,10.192906
4270,16772,4,False,2,154,442,0,2505,10.017552
4271,16781,3,False,2,263,577,0,3159,10.000534
4272,16782,4,False,2,154,421,0,2462,10.058762
4273,16785,4,False,2,186,395,0,2615,10.067533
4274,16787,4,True,1,0,24,0,223,0.568753
