fault_index,original_fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,time_s,classic_timeout_time_s,classic_timeout_backtracks,classic_timeout_recursive_calls,ai_error
1347,4990,18797,3,False,1,False,1,21,8.8785,0.0168,0.0,0.1096,,0,19.0293,10.007418,385,787,AI solve exceeded 10.00s
1348,4991,18798,3,False,1,False,1,12,3.3122,0.0,5.3501,10.2321,2,184,18.9248,10.0045,399,819,
1349,4992,18799,4,False,1,False,1,25,6.3649,0.0269,6.1979,10.1972,2,176,22.8193,10.016665,399,819,
1350,4994,18807,3,False,1,False,1,21,7.9997,0.0257,7.9156,10.3262,2,105,26.279,10.023758,194,487,
1351,4995,18808,4,False,1,False,1,20,5.3438,0.0,4.8563,10.6166,2,166,20.8285,10.001187,384,824,
1352,4996,18810,4,False,1,False,1,16,5.6713,0.026,6.1591,10.2001,2,234,22.0687,10.011123,388,829,
1353,4999,18831,3,False,1,False,1,16,1.6912,0.0157,1.5373,10.2555,2,285,13.503,10.003592,392,815,
1354,5003,18850,3,False,1,False,1,22,7.241,0.0257,4.7547,10.0293,2,325,22.0949,10.001897,133,299,
1355,5004,18851,4,False,1,False,1,32,2.849,0.0,2.6645,10.5388,2,299,16.0838,10.003449,198,448,
1356,5005,18856,3,False,1,False,1,47,0.7043,0.0156,0.5378,10.6429,2,346,11.9351,10.021493,112,302,
1357,5006,18858,4,False,1,False,1,8,2.3018,0.0,1.3149,10.1989,2,315,13.8513,10.019906,111,307,
1358,5007,18859,3,False,1,False,1,52,2.2229,0.0164,2.2431,10.0704,2,326,14.5646,10.070471,120,287,
1359,5029,18914,4,False,1,False,1,17,1.0892,0.0152,1.0927,10.067,2,325,12.2773,10.009397,127,308,
1360,5030,18917,3,False,1,False,1,14,1.1153,0.0159,1.1084,10.2171,2,333,12.4698,10.07323,133,291,
1361,5031,18918,4,False,1,False,1,35,4.3806,0.0,4.2142,10.5702,2,327,19.1858,10.020919,128,294,
1362,5033,18923,4,True,1,True,1,26,0.9286,0.0158,0.0,0.228,1,0,1.1857,10.006995,122,313,
1363,5034,18927,4,True,1,True,1,28,8.9371,0.0158,0.0,0.2698,1,0,9.2342,10.081126,126,313,
1364,5059,19035,4,True,1,False,1,55,1.0283,0.0161,0.9878,9.2383,1,277,11.2872,10.02384,127,314,
1365,5060,19037,4,False,1,False,1,54,1.0348,0.0159,1.0425,10.6891,2,313,12.7992,10.030065,122,304,
1366,5061,19040,4,False,1,False,1,52,1.032,0.0162,1.016,10.6735,2,338,12.7544,10.018073,121,307,
1367,5062,19041,4,False,1,False,1,48,0.9935,0.0158,1.0495,10.6167,2,315,12.6922,10.019985,116,311,
1368,5063,19042,3,False,1,False,1,50,1.8679,0.0156,1.8118,10.7194,2,338,14.4312,10.021412,116,312,
1369,5064,19044,3,False,1,False,1,46,1.8884,0.0161,1.8879,10.6354,2,317,14.4439,10.027765,112,305,
1370,5065,19045,4,False,1,False,1,48,1.0284,0.016,1.0306,10.6098,2,200,12.7015,10.005808,118,312,
1371,5066,19046,3,False,1,False,1,43,4.7864,0.0261,3.3526,10.8855,2,218,19.077,10.011593,114,316,
1372,5067,19047,3,False,1,False,1,44,2.3999,0.0156,2.0971,10.5317,2,324,15.0696,10.013196,114,317,
1373,5068,19047,4,False,1,False,1,44,1.0264,0.0158,1.0202,10.5608,2,321,12.626,10.000819,111,312,
1374,5069,19049,3,False,1,False,1,42,2.117,0.016,2.2063,10.5231,2,106,14.8793,10.028578,106,304,
1375,5070,19049,4,False,1,False,1,42,1.61,0.0272,2.3909,10.9202,2,57,14.9529,10.008757,110,308,
1376,5071,19054,3,False,1,False,1,35,4.754,0.0264,4.763,10.6981,2,209,20.2678,10.02337,68,239,
1377,5072,19055,4,False,1,False,1,36,2.201,0.0158,2.176,10.4287,2,244,14.8385,10.008993,190,475,
1378,5073,19058,3,False,1,False,1,30,3.1446,0.0168,4.1649,10.33,2,234,17.6852,10.023064,272,650,
1379,5074,19067,3,False,1,False,1,55,1.0515,0.0312,1.0486,10.8807,2,157,13.0344,10.107495,232,551,
1380,5075,19069,3,False,1,False,1,46,2.7599,0.051,1.5111,11.2023,2,249,15.5614,10.072382,124,317,
1381,5076,19071,4,False,1,False,1,44,7.2757,0.0149,6.0054,10.0254,2,331,23.3561,10.044112,253,561,
1382,5077,19085,4,False,1,False,1,8,2.5644,0.0,2.6017,10.1413,2,331,15.3297,10.036603,282,618,
1383,5078,19087,4,False,1,False,1,8,2.553,0.0,2.5683,10.1413,2,192,15.2851,10.041107,203,474,
1384,5079,19090,4,False,1,False,1,8,2.5722,0.0,2.6331,10.1361,2,228,15.364,10.023497,123,306,
1385,5080,19095,4,False,1,False,1,15,6.3966,0.0,4.2168,10.4102,2,312,21.0599,10.006763,122,302,
1386,5081,19096,3,False,1,False,1,75,0.6242,0.0156,0.6648,11.201,2,305,12.5283,10.022719,116,306,
1387,5082,19096,4,False,1,False,1,15,2.9583,0.0,2.5908,10.2473,2,281,15.7995,10.05181,122,301,
1388,5083,19097,3,False,1,False,1,55,0.9103,0.0159,0.5902,10.992,2,308,12.5433,10.005621,105,307,
1389,5084,19098,3,False,1,False,1,56,1.035,0.0163,0.5723,10.8615,2,314,12.5074,10.003335,244,572,
1390,5085,19099,4,False,1,False,1,15,2.8282,0.0,2.5496,10.2621,2,336,15.6623,10.001247,301,662,
1391,5086,19100,4,False,1,False,1,15,2.5583,0.0,2.5457,10.2595,2,337,15.3855,10.004637,312,678,
1392,5087,19102,3,False,1,False,1,24,1.1139,0.0168,0.5956,10.4224,2,215,12.1715,10.050426,152,396,
1393,5088,19103,3,False,1,False,1,18,3.4887,0.0,3.4899,10.3462,2,350,17.3467,10.017538,229,483,
1394,5089,19107,3,False,1,False,1,55,1.3223,0.0317,1.1892,10.8716,2,212,13.4372,10.029602,215,523,
1395,5090,19111,3,False,1,False,1,17,1.0453,0.0315,1.0286,10.2745,2,308,12.4034,10.003954,265,576,
1396,5091,19113,3,False,1,False,1,64,4.9271,0.0,4.1654,11.0379,2,332,20.1529,10.008906,292,655,
1397,5093,19117,3,False,1,False,1,55,1.3324,0.0298,1.3521,10.8479,2,309,13.5848,10.009601,232,547,
1398,5094,19120,3,False,1,False,1,46,1.3511,0.0317,1.356,10.7396,2,271,13.5016,10.035687,298,670,
1399,5095,19120,4,False,1,False,1,15,9.7924,0.0,6.8899,10.2727,2,335,26.9579,10.002186,190,440,
1400,5096,19125,4,False,1,False,1,14,2.8248,0.0,2.5007,10.2359,2,334,15.5962,10.007665,123,303,
1401,5097,19127,3,False,1,False,1,55,0.5306,0.0161,0.5427,10.8815,2,288,11.9932,10.292531,104,293,
1402,5098,19130,3,False,1,False,1,46,1.1633,0.0274,1.171,11.2585,2,150,13.6569,10.042614,121,313,
1403,5099,19131,3,False,1,False,1,17,2.1381,0.0262,1.1562,10.4864,2,180,13.844,10.044811,122,296,
1404,5101,19136,4,False,1,False,1,15,2.5531,0.0,2.6842,10.2824,2,334,15.542,10.009744,266,586,
1405,5102,19137,4,False,1,False,1,15,2.6885,0.0,3.6476,10.2502,2,271,16.6089,10.01505,231,522,
1406,5103,19138,4,False,1,False,1,15,2.7134,0.0,2.6745,10.2447,2,329,15.6548,10.00649,294,648,
1407,5104,19140,4,False,1,False,1,15,2.7428,0.0,2.7427,10.2587,2,342,15.7667,10.005999,276,609,
1408,5105,19141,4,False,1,False,1,15,2.72,0.0,2.6907,10.2583,2,313,15.6911,10.006313,307,672,
1409,5106,19142,3,False,1,False,1,24,1.0071,0.0159,0.8118,10.4668,2,199,12.3237,10.005243,126,340,
1410,5108,19148,4,False,1,False,1,42,0.9981,0.0,1.2516,11.1542,2,184,13.4282,10.044748,237,532,
1411,5109,19152,3,False,1,False,1,19,3.7002,0.0265,4.0591,11.0314,2,188,18.8479,10.001402,279,599,
1412,5112,19159,3,False,1,False,1,31,3.2814,0.0254,3.3354,10.8904,2,188,17.578,10.469481,261,544,
1413,5113,19160,3,False,1,False,1,20,1.8056,0.0,1.7176,10.5628,2,163,14.1259,10.009098,232,538,
1414,5114,19161,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0334,10.018075,294,610,AI solve exceeded 10.00s
1415,5115,19162,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.033,10.010913,136,290,AI solve exceeded 10.00s
1416,5116,19162,4,False,1,False,1,6,5.2421,0.0,5.5266,10.1101,2,276,20.8818,10.0256,135,285,
1417,5117,19163,4,False,1,False,1,9,5.1819,0.0,6.5034,10.2838,2,276,21.9933,10.010088,129,281,
1418,5119,19172,3,False,1,False,1,35,0.5474,0.0164,0.7734,10.3675,2,323,11.7259,10.018564,128,286,
1419,5121,19193,3,False,1,False,1,4,1.3387,0.0161,1.2684,10.0553,2,327,12.682,10.000198,128,297,
1420,5122,19203,3,False,1,False,1,8,1.6151,0.0158,1.5537,10.0199,2,346,13.2367,10.004568,117,320,
1421,5123,19208,3,False,1,False,1,25,2.2157,0.0,0.6594,10.4003,2,326,13.3085,10.013801,118,318,
1422,5124,19212,3,False,1,False,1,38,0.3985,0.0159,0.5132,10.2621,2,326,11.2263,10.231291,118,302,
1423,5126,19215,4,False,1,False,1,52,4.0381,0.0157,4.0092,10.0585,2,324,18.1335,10.008852,277,598,
1424,5184,19325,4,True,1,True,1,23,5.9518,0.0157,0.0,0.0304,1,0,6.0164,10.023382,161,348,
1425,5188,19332,3,True,1,True,1,33,8.0509,0.0157,0.0,0.2779,1,0,8.3946,10.012447,226,483,
1426,5189,19335,3,False,1,False,1,32,8.074,0.0,7.886,10.4974,2,330,26.5075,10.003737,311,662,
1427,5190,19337,4,False,1,False,1,32,1.5987,0.0,2.3276,10.7553,2,341,14.712,10.012399,317,667,
1428,5194,19348,3,True,1,True,1,33,1.2467,0.0159,0.0,0.352,1,0,1.6278,10.00874,315,675,
1429,5195,19348,4,False,1,False,1,24,0.8729,0.0155,0.8728,10.0379,2,335,11.8022,10.031196,278,598,
1430,5196,19349,4,False,1,False,1,50,4.4444,0.0,4.2541,10.7991,2,321,19.5185,10.01664,261,597,
1431,5216,19458,4,False,1,False,1,34,4.7832,0.0161,4.9047,10.3983,2,310,20.1322,10.011697,230,579,
1432,5218,19460,4,False,1,False,1,44,1.4396,0.0,1.3548,10.6832,2,330,13.4951,10.015801,272,595,
1433,5221,19465,3,False,1,False,1,75,7.8412,0.0162,7.5334,11.1074,2,321,26.5238,10.018227,292,655,
1434,5222,19476,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0308,10.004193,303,673,AI solve exceeded 10.00s
1435,5223,19478,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0316,10.02128,205,501,AI solve exceeded 10.00s
1436,5224,19479,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.031,10.043258,191,472,AI solve exceeded 10.00s
1437,5225,19483,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0304,10.05454,138,368,AI solve exceeded 10.00s
1438,5227,19486,4,False,1,False,1,64,2.7901,0.0,5.0319,11.0369,2,309,18.8814,10.004901,225,519,
1439,5228,19489,3,False,1,False,1,73,1.2896,0.0321,1.3938,11.1392,2,314,13.8773,10.006966,306,683,
1440,5229,19489,4,False,1,False,1,65,5.7501,0.0,5.5429,11.029,2,330,22.3249,10.002387,298,653,
1441,5230,19491,3,False,1,False,1,55,1.0101,0.0311,1.0094,10.8469,2,314,12.9199,10.013497,244,584,
1442,5231,19491,4,False,1,False,1,44,5.1437,0.0,5.75,10.6925,2,348,21.5891,10.005944,307,655,
1443,5232,19495,3,False,1,False,1,17,1.0268,0.0312,1.0697,10.2755,2,344,12.4255,10.004077,311,663,
1444,5234,19499,3,False,1,False,1,73,1.3636,0.0314,1.3757,11.114,2,335,13.9071,10.001392,250,572,
1445,5235,19500,4,False,1,False,1,15,4.3805,0.0,5.5872,10.2412,2,331,20.2314,10.007522,236,532,
1446,5236,19501,4,False,1,False,1,15,5.6164,0.0,5.6367,10.2554,2,331,21.5312,10.010304,309,685,
1447,5239,19512,3,False,1,False,1,56,0.4988,0.0159,0.5973,10.8484,2,311,11.9829,10.013938,245,586,
1448,5240,19514,4,False,1,False,1,8,2.6207,0.0,2.6316,10.141,2,331,15.4156,10.001839,314,685,
1449,5241,19524,4,False,1,False,1,15,2.4808,0.0,2.5347,10.2447,2,337,15.2823,10.006886,316,690,
1450,5242,19526,4,False,1,False,1,15,2.4627,0.0,2.4081,10.2428,2,337,15.1359,10.000063,292,653,
1451,5244,19533,4,False,1,False,1,11,1.4537,0.0,1.0601,10.2087,2,335,12.7545,10.044391,287,586,
1452,5245,19534,3,False,1,False,1,24,2.7811,0.0153,2.7958,10.0792,2,336,15.6953,10.037595,263,545,
1453,5246,19539,3,False,1,False,1,29,4.6787,0.0159,4.7421,10.3342,2,257,19.8061,10.010731,274,688,
1454,5247,19539,4,False,1,False,1,16,1.2117,0.0,1.1761,10.2891,2,329,12.6799,10.008078,279,582,
1455,5248,19540,4,False,1,False,1,14,4.7014,0.0,4.5059,10.2359,2,338,19.4787,10.029479,296,608,
1456,5249,19544,4,False,1,False,1,12,1.5753,0.0,1.5609,10.1968,2,341,13.3686,10.018703,325,667,
1457,5250,19546,3,False,1,False,1,3,6.6773,0.0,6.5689,10.0613,2,332,23.3287,10.016866,324,670,
1458,5251,19546,4,False,1,False,1,12,4.0109,0.0,3.2081,10.2046,2,332,17.4267,10.017689,325,665,
1459,5252,19547,4,False,1,False,1,21,3.7654,0.0164,3.7072,10.1189,2,336,17.6295,10.002339,320,658,
1460,5253,19548,4,False,1,False,1,21,2.5792,0.0162,2.8392,10.1132,2,289,15.5686,10.005355,326,677,
1461,5254,19549,4,False,1,False,1,0,0.0,0.0,9.6339,10.0046,2,326,29.6602,10.006,323,665,AI solve exceeded 10.00s
1462,5262,19576,3,True,1,True,1,7,0.7774,0.0163,0.0,0.081,1,0,0.8776,10.003788,277,620,
1463,5263,19576,4,False,1,False,1,17,0.7366,0.0161,1.3427,10.2298,2,342,12.3282,10.002075,305,639,
1464,5265,19578,3,False,1,False,1,28,1.6087,0.0159,1.3202,10.4218,2,325,13.3702,10.000859,321,677,
1465,5271,19591,3,False,1,False,1,51,0.4269,0.0152,0.5533,10.2095,2,253,11.2464,10.007154,309,702,
1466,5273,19593,3,False,1,False,1,40,2.0051,0.026,3.2485,10.5035,2,308,15.8275,10.006801,308,683,
1467,5274,19594,4,False,1,False,1,18,1.4009,0.0,1.3685,10.351,2,339,13.1635,10.000101,308,638,
1468,5303,19651,4,False,1,False,1,29,5.2384,0.0,0.0,0.4532,,0,15.7216,10.004209,302,655,AI solve exceeded 10.00s
1469,5304,19652,3,False,1,False,1,0,0.0,0.0,9.5277,10.0259,2,332,29.5976,10.021316,317,665,AI solve exceeded 10.00s
1470,5305,19654,4,False,1,False,1,21,4.4798,0.0,4.5912,10.3258,2,328,19.4242,10.019251,313,657,
1471,5306,19655,3,False,1,False,1,19,7.8167,0.0159,0.0,0.294,,0,18.1555,10.001914,312,664,AI solve exceeded 10.00s
1472,5307,19655,4,False,1,False,1,21,5.3137,0.0,6.3143,10.3801,2,305,22.011,10.005028,305,647,
1473,5308,19658,3,False,1,False,1,28,2.3514,0.0,2.1688,10.431,2,298,15.0061,10.007352,290,617,
1474,5309,19658,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.006,10.031723,311,649,AI solve exceeded 10.00s
1475,5310,19660,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0838,10.022606,204,443,AI solve exceeded 10.00s
1476,5313,19666,3,False,1,False,1,16,2.6928,0.0264,2.691,10.436,2,172,15.8673,10.002598,137,304,
1477,5316,19669,4,False,1,False,1,14,3.7492,0.0,3.9081,10.3876,2,172,18.076,10.000167,251,529,
1478,5317,19670,4,False,1,False,1,14,1.4127,0.0,1.4001,10.3985,2,172,13.2484,10.007793,276,582,
1479,5322,19683,3,False,1,False,1,24,1.5191,0.0159,1.806,10.3676,2,337,13.7462,10.027635,284,597,
1480,5323,19683,4,False,1,False,1,27,9.8859,0.0,9.8709,10.4315,2,334,30.1913,10.103787,227,479,
1481,5336,19776,3,False,1,False,1,68,7.6208,0.0152,7.5804,10.8104,2,244,26.0577,10.003541,97,297,
1482,5337,19776,4,False,1,False,1,15,0.4275,0.0,0.4226,10.2382,2,318,11.0911,10.018259,124,350,
1483,5341,19781,3,False,1,False,1,73,2.8096,0.0159,8.2599,11.1168,2,335,22.2279,10.029699,136,342,
1484,5342,19782,4,False,1,False,1,60,8.1779,0.0,8.3203,10.9541,2,342,27.4781,10.008496,140,336,
1485,5343,19785,4,False,1,False,1,32,0.904,0.0,8.1972,10.5036,2,331,19.6302,10.004438,140,339,
1486,5344,19787,3,False,1,False,1,17,8.0952,0.0159,8.3113,10.2191,2,337,26.6675,10.002979,142,323,
1487,5345,19787,4,False,1,False,1,27,0.9219,0.0,8.2037,10.4333,2,335,19.562,10.013952,140,342,
1488,5346,19793,3,False,1,False,1,29,1.2705,0.0162,0.9786,10.1642,2,313,12.4571,10.053465,214,547,
1489,5347,19795,4,False,1,False,1,11,3.4875,0.0,3.7196,10.1946,2,344,17.4308,10.017745,205,429,
1490,5348,19797,3,False,1,False,1,9,4.0783,0.0,3.9781,10.1578,2,349,18.2462,10.007848,224,468,
1491,5349,19801,4,False,1,False,1,23,2.921,0.0,2.8624,10.5456,2,346,16.3731,10.003128,238,510,
1492,5350,19802,4,False,1,False,1,24,4.6192,0.0,4.6928,10.3943,2,342,19.7503,10.007503,339,709,
1493,5351,19810,4,False,1,False,1,15,5.2869,0.0162,5.8029,10.0214,2,344,21.1631,10.008391,310,637,
1494,5352,19812,4,False,1,False,1,10,4.9063,0.0,4.4579,10.181,2,347,19.5803,10.000701,341,694,
1495,5353,19814,3,False,1,False,1,11,5.2208,0.0,5.5627,10.186,2,341,21.0048,10.017738,336,694,
1496,5354,19818,4,False,1,False,1,24,1.1849,0.0159,1.3625,10.0884,2,347,12.6792,10.016724,332,683,
1497,5356,19831,3,False,1,False,1,39,0.5283,0.0163,0.8558,10.387,2,344,11.8086,10.006017,337,703,
1498,5362,19863,3,False,1,False,1,7,0.5807,0.0,0.5733,10.1176,2,338,11.3227,10.000832,345,756,
1499,5363,19863,4,False,1,False,1,54,1.9161,0.0166,1.9059,10.0187,2,356,13.8603,10.01163,356,735,
1500,5364,19864,3,False,1,False,1,7,0.9475,0.0,0.9817,10.1164,2,328,12.0879,10.134729,354,757,
1501,5365,19866,3,True,1,True,1,33,3.6062,0.0158,0.0,0.2332,1,0,3.8682,10.002359,336,722,
1502,5439,20060,4,False,1,False,1,28,2.2263,0.0,2.2558,10.4348,2,337,14.9679,10.007667,355,747,
1503,5440,20066,3,False,1,False,1,25,2.3401,0.0158,2.2825,10.3948,2,349,15.0862,10.002273,364,774,
1504,5441,20068,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0556,10.008211,363,759,AI solve exceeded 10.00s
1505,5442,20070,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0504,10.000099,357,757,AI solve exceeded 10.00s
1506,5443,20070,4,False,1,False,1,23,1.3568,0.0,1.3504,10.3953,2,346,13.1054,10.001261,362,763,
1507,5449,20087,4,False,1,False,1,35,0.6833,0.0,0.6827,10.5643,2,337,11.952,10.006827,357,758,
1508,5457,20104,4,False,1,False,1,24,1.1244,0.0,1.4048,10.3727,2,342,12.9294,10.005107,357,749,
1509,5474,20193,3,False,1,False,1,35,1.4003,0.0158,0.9784,10.3908,2,252,12.8196,10.000267,206,511,
1510,5475,20193,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0071,10.040482,206,506,AI solve exceeded 10.00s
1511,5479,20201,4,False,1,False,1,46,0.6039,0.0156,0.6289,10.4859,2,319,11.7709,10.005134,356,779,
1512,5480,20208,4,False,1,False,1,31,3.9404,0.0154,3.5212,10.169,2,351,17.675,10.007801,362,753,
1513,5481,20210,3,False,1,False,1,14,0.9609,0.0154,0.9977,10.1436,2,357,12.1629,10.004866,357,744,
1514,5482,20211,4,False,1,False,1,13,4.686,0.0,4.7668,10.2122,2,340,19.7111,10.024052,369,751,
1515,5483,20213,4,False,1,False,1,23,0.672,0.0155,0.6625,10.0648,2,349,11.4462,10.00265,363,742,
1516,5484,20214,4,False,1,False,1,16,0.7773,0.0158,1.551,10.0283,2,359,12.4041,10.005615,365,747,
1517,5485,20219,4,False,1,False,1,39,2.7401,0.0155,2.67,10.2698,2,350,15.7545,10.006844,360,760,
1518,5486,20220,3,False,1,False,1,37,1.8732,0.0156,1.7783,10.0203,2,350,13.732,10.003144,369,753,
1519,5487,20222,4,False,1,False,1,12,2.7175,0.0,2.6647,10.1936,2,355,15.6037,10.00745,368,756,
1520,5488,20226,4,False,1,False,1,22,2.2645,0.0,2.3058,10.3471,2,350,14.9616,10.006513,368,763,
1521,5489,20234,4,False,1,False,1,13,3.4278,0.0,3.5108,10.2168,2,345,17.1761,10.000777,356,745,
1522,5491,20252,4,False,1,False,1,18,1.106,0.0156,0.9496,10.0624,2,341,12.1372,10.008353,355,732,
1523,5492,20254,3,False,1,False,1,3,0.6022,0.0152,1.5001,10.0171,2,341,12.138,10.099514,363,749,
1524,5493,20254,4,False,1,False,1,17,1.0178,0.0162,1.5744,10.229,2,345,12.8405,10.001971,368,764,
1525,5497,20269,4,False,1,False,1,25,3.0501,0.0,2.9864,10.3988,2,342,16.4832,10.001204,367,771,
1526,5499,20272,4,False,1,False,1,29,1.9844,0.0,3.1513,10.4516,2,341,15.6354,10.008128,364,763,
1527,5501,20276,3,False,1,False,1,56,3.2718,0.0155,3.2107,10.0543,2,338,16.5657,10.021538,344,735,
1528,5578,20467,4,False,1,False,1,25,2.1979,0.0154,1.3703,10.3757,2,356,14.0144,10.012599,360,750,
1529,5582,20475,4,True,1,True,1,9,1.4335,0.0157,0.0,0.1048,1,0,1.5994,10.031427,365,762,
1530,5586,20483,4,False,1,False,1,24,4.4116,0.0156,4.0581,10.0962,2,361,18.5943,10.007427,361,752,
1531,5587,20484,4,False,1,False,1,19,4.4571,0.0156,3.9352,10.0488,2,372,18.4696,10.023553,304,640,
1532,5588,20485,4,True,1,True,1,22,1.1117,0.0161,0.0,0.309,1,0,1.4495,10.003153,190,414,
1533,5615,20591,4,False,1,False,1,37,0.9714,0.0155,0.999,10.4049,2,272,12.4265,10.015415,144,388,
1534,5616,20593,3,False,1,False,1,17,2.1738,0.0,2.3475,10.257,2,369,14.8116,10.001335,369,764,
1535,5618,20596,4,False,1,False,1,11,0.3045,0.0,0.0731,10.1803,2,365,10.5951,10.001939,377,776,
1536,5619,20597,3,True,1,True,1,21,0.2148,0.0152,0.0,0.1864,1,0,0.4527,10.012781,374,766,
1537,5621,20599,3,True,1,True,1,19,0.3049,0.0157,0.0,0.2671,1,0,0.6239,10.026419,377,774,
1538,5622,20604,4,False,1,False,1,60,1.5312,0.0,1.5305,10.9061,2,367,14.0032,10.000929,381,818,
1539,5623,20605,3,False,1,False,1,68,1.5268,0.0156,1.5551,10.9103,2,303,14.0438,10.013092,376,813,
1540,5624,20606,3,False,1,False,1,51,1.5555,0.0156,1.5201,10.6789,2,339,13.8069,10.024136,281,652,
1541,5625,20606,4,False,1,False,1,27,1.5944,0.0,1.5599,10.4184,2,365,13.5755,10.014809,123,309,
1542,5626,20608,4,False,1,False,1,32,1.5724,0.0,1.598,10.4798,2,367,13.686,10.009375,124,303,
1543,5627,20609,3,False,1,False,1,56,1.5242,0.0155,1.515,10.767,2,209,13.8574,10.011292,96,276,
1544,5628,20609,4,False,1,False,1,32,1.5824,0.0,1.5349,10.5068,2,365,13.627,10.001759,271,604,
1545,5629,20610,3,False,1,False,1,38,1.6696,0.0156,1.6666,10.4655,2,363,13.8533,10.002023,245,562,
1546,5630,20614,4,False,1,False,1,33,2.8159,0.0153,1.051,10.1939,2,348,14.1039,10.057881,112,345,
1547,5631,20621,4,False,1,False,1,13,0.8765,0.0,0.9712,10.2052,2,369,12.098,10.070895,145,311,
1548,5632,20623,4,False,1,False,1,14,2.3548,0.0,2.3274,10.2189,2,366,14.9358,10.019007,146,307,
1549,5633,20628,4,False,1,False,1,12,0.7555,0.0,1.2657,10.1975,2,367,12.2539,10.076887,144,298,
1550,5634,20629,4,False,1,False,1,13,1.911,0.0,0.9498,10.2078,2,372,13.1035,10.031211,137,295,
1551,5635,20630,3,False,1,False,1,12,6.3616,0.0,6.4664,10.2101,2,373,23.0732,10.023418,135,289,
1552,5636,20634,4,False,1,False,1,12,6.5774,0.0,6.5479,10.1928,2,374,23.3531,10.027544,135,286,
1553,5637,20639,4,False,1,False,1,18,2.1248,0.0,1.9518,10.2896,2,370,14.4346,10.021535,140,302,
1554,5638,20641,3,False,1,False,1,11,3.2844,0.0,3.3284,10.1932,2,366,16.8356,10.027517,143,303,
1555,5645,20677,4,False,1,False,1,51,0.6846,0.0154,0.6435,10.3022,2,384,11.7102,10.19914,140,308,
1556,5646,20679,4,False,1,False,1,52,0.4237,0.0154,0.4243,10.0155,2,358,10.951,10.014102,125,318,
1557,5647,20680,4,False,1,False,1,19,0.6155,0.0,0.6188,10.3095,2,381,11.5982,10.008885,127,325,
1558,5777,21037,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0395,10.064227,113,318,AI solve exceeded 10.00s
1559,5778,21038,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0412,10.025949,104,299,AI solve exceeded 10.00s
1560,5779,21039,3,False,1,False,1,37,0.2912,0.0156,0.1627,10.2861,2,343,10.7921,10.008286,127,373,
1561,5780,21040,4,False,1,False,1,35,0.2422,0.0156,0.0906,10.2746,2,272,10.6593,10.00002,86,260,
1562,5781,21044,4,False,1,False,1,20,5.5868,0.0,5.5136,10.3259,2,373,21.4637,10.002892,287,599,
1563,5784,21054,4,False,1,False,1,44,1.2507,0.0,1.2051,10.6841,2,378,13.1584,10.02651,264,579,
1564,5786,21059,4,False,1,False,1,51,0.6029,0.0155,0.5714,10.4098,2,339,11.6367,10.075597,212,512,
1565,5787,21060,3,False,1,False,1,28,0.4802,0.0,0.6098,10.4303,2,365,11.5586,10.000401,284,631,
1566,5788,21063,3,False,1,False,1,27,0.4806,0.0,0.4863,10.4153,2,366,11.4196,10.01661,140,342,
1567,5789,21065,4,False,1,False,1,6,4.3163,0.0153,4.5644,10.0947,2,367,19.0144,10.007705,207,460,
1568,5790,21067,4,False,1,False,1,31,4.5986,0.0152,4.6744,10.1512,2,347,19.4637,10.000063,268,655,
1569,5791,21068,3,False,1,False,1,34,0.2481,0.0152,0.0429,10.5113,2,343,10.8416,10.003283,208,549,
1570,5792,21071,3,False,1,False,1,23,0.8608,0.0,0.8999,10.356,2,347,12.159,10.013759,251,627,
1571,5794,21076,3,False,1,False,1,35,5.038,0.0153,5.0652,10.1002,2,375,20.2775,10.009268,303,630,
1572,5795,21077,3,False,1,False,1,32,4.9512,0.0148,4.7706,10.0471,2,375,19.8475,10.002117,299,623,
1573,5796,21084,3,False,1,False,1,29,0.4678,0.0153,0.7619,10.2283,2,363,11.4946,10.003406,306,645,
1574,5797,21084,4,False,1,False,1,4,1.7826,0.0,1.7697,10.0715,2,362,13.6267,10.010179,297,639,
1575,5803,21106,4,False,1,False,1,33,1.0119,0.0,0.9718,10.504,2,355,12.4956,10.020839,298,661,
1576,5804,21119,4,False,1,False,1,7,0.5581,0.0,0.411,10.1138,2,359,11.1524,10.010187,298,666,
