fault_index,original_fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,time_s,classic_timeout_time_s,classic_timeout_backtracks,classic_timeout_recursive_calls,ai_error
2309,8902,29388,4,False,1,False,1,28,3.5287,0.0,3.4452,10.4371,2,330,17.5028,10.034958,125,301,
2310,8905,29396,4,False,1,False,1,24,3.4595,0.0,3.4572,10.422,2,227,17.4276,10.022439,124,294,
2311,8906,29400,3,False,1,False,1,54,3.0755,0.0,1.8407,11.5251,2,138,16.4783,10.048912,123,327,
2312,8907,29404,4,False,1,False,1,14,1.3501,0.0156,1.1196,10.0631,2,307,12.6028,10.056643,170,423,
2313,8914,29430,3,False,1,False,1,4,2.1054,0.0168,2.2093,10.0969,2,345,14.4427,10.011517,292,642,
2314,8915,29430,4,False,1,False,1,29,4.4391,0.016,4.3059,10.019,2,320,18.7829,10.009219,267,581,
2315,8928,29472,4,False,1,False,1,68,1.7698,0.0154,1.8878,10.0184,2,304,13.7011,10.006529,267,600,
2316,8945,29550,3,False,1,False,1,19,0.4691,0.0155,0.6005,10.3057,2,194,11.4114,10.00349,210,511,
2317,8946,29551,3,False,1,False,1,65,1.0937,0.0297,3.7522,11.0521,2,192,15.9636,10.00868,285,642,
2318,8949,29568,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.2043,10.002644,226,528,AI solve exceeded 10.00s
2319,8950,29569,3,False,1,False,1,44,5.7354,0.0159,6.0878,10.2979,2,203,22.2475,10.010925,118,296,
2320,8951,29570,4,False,1,False,1,0,0.0,0.0,9.6244,10.0087,2,318,29.7859,10.015696,118,314,AI solve exceeded 10.00s
2321,8953,29573,3,False,1,False,1,39,7.2094,0.0,5.4594,10.6302,2,329,23.3733,10.006822,124,311,
2322,8956,29575,3,False,1,False,1,32,7.0958,0.0,5.5265,10.5435,2,304,23.2384,10.013196,124,302,
2323,8959,29579,3,False,1,False,1,30,7.9891,0.0,7.7579,10.5012,2,298,26.3257,10.020673,124,301,
2324,8962,29585,3,False,1,False,1,27,5.4786,0.0,5.3905,10.4377,2,333,21.3795,10.035894,128,303,
2325,8967,29606,4,False,1,False,1,22,1.8526,0.0,1.2913,10.4025,2,332,13.5675,10.00834,117,302,
2326,8968,29607,3,False,1,False,1,13,1.8136,0.0248,3.0474,10.1321,2,195,15.0408,10.010763,117,302,
2327,8970,29617,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.099,10.000645,129,298,AI solve exceeded 10.00s
2328,8973,29625,4,False,1,False,1,32,0.1115,0.0696,0.0002,10.8385,2,35,11.0252,10.021138,126,288,
2329,8975,29634,4,True,1,True,1,7,2.6609,0.0258,0.0,0.133,1,0,2.8243,10.020084,112,305,
2330,8976,29637,3,False,1,False,1,4,4.2258,0.0256,4.201,10.097,2,166,18.5731,10.020708,118,288,
2331,8977,29639,4,False,1,False,1,4,9.2489,0.0,9.1522,10.0788,2,329,28.5631,10.004601,124,288,
2332,8992,29686,4,False,1,False,1,14,1.8246,0.0,1.7464,10.2281,2,320,13.8322,10.009923,106,310,
2333,9009,29768,3,False,1,False,1,65,0.4622,0.0155,0.6069,10.9709,2,333,12.0777,10.027481,116,307,
2334,9010,29770,4,False,1,False,1,24,0.5045,0.0158,0.5776,10.3005,2,320,11.4188,10.008886,123,287,
2335,9011,29773,4,False,1,False,1,17,0.9191,0.0,0.9023,10.2752,2,312,12.1178,10.022367,124,285,
2336,9012,29776,4,False,1,False,1,17,0.6843,0.0,0.6625,10.2783,2,339,11.6486,10.046124,134,286,
2337,9015,29782,3,False,1,False,1,43,1.1821,0.0,1.1872,10.6686,2,332,13.1909,10.102692,125,302,
2338,9016,29789,3,False,1,False,1,39,2.4364,0.0159,2.3827,10.6012,2,328,15.4753,10.017879,124,306,
2339,9017,29789,4,False,1,False,1,39,7.6953,0.0,8.5773,10.6088,2,335,26.8843,10.045796,124,306,
2340,9022,29797,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0416,10.006186,124,313,AI solve exceeded 10.00s
2341,9023,29799,4,False,1,False,1,36,7.7806,0.0,8.7705,10.5635,2,327,27.1553,10.016349,124,308,
2342,9025,29803,3,False,1,False,1,40,2.5201,0.0157,2.3975,10.6632,2,323,15.6351,10.029248,124,307,
2343,9030,29821,3,False,1,False,1,10,1.1955,0.0154,4.7266,10.0904,2,316,16.0624,10.013471,112,318,
2344,9031,29822,3,False,1,False,1,40,2.6505,0.0157,1.5385,10.4341,2,246,14.6723,10.008411,125,292,
2345,9032,29823,3,False,1,False,1,13,3.9012,0.0,6.5464,10.219,2,322,20.699,10.043258,118,308,
2346,9033,29825,3,False,1,False,1,17,3.3139,0.0,3.2459,10.3226,2,328,16.9438,10.020272,118,312,
2347,9037,29851,4,False,1,False,1,4,2.5142,0.0156,2.2267,10.0172,2,333,14.7906,10.017917,118,296,
2348,9040,29856,4,False,1,False,1,27,1.3132,0.0,1.1658,10.4201,2,218,12.9604,10.081957,136,284,
2349,9041,29857,3,True,1,False,1,26,1.688,0.0,1.5973,8.3824,1,265,11.9261,10.055497,136,283,
2350,9042,29865,4,False,1,False,1,18,1.2886,0.0,1.3257,10.2991,2,326,13.1605,10.008098,127,314,
2351,9068,29975,4,False,1,False,1,18,0.4666,0.0,0.6347,10.3208,2,295,11.4414,10.015066,123,297,
2352,9069,29977,3,False,1,False,1,43,0.4762,0.0159,0.6324,10.6637,2,310,11.8084,10.009373,123,299,
2353,9070,29977,4,False,1,False,1,43,0.4712,0.0,0.6582,10.6982,2,317,11.8307,10.016351,122,295,
2354,9072,29986,4,False,1,False,1,25,2.1075,0.0155,2.1534,10.1245,2,329,14.4758,10.012549,119,304,
2355,9073,29988,3,False,1,False,1,6,9.087,0.0157,9.1631,10.0181,2,333,28.3039,10.001537,124,312,
2356,9074,29990,3,False,1,False,1,14,1.5216,0.0161,1.5494,10.1451,2,224,13.2548,10.021334,113,318,
2357,9075,29994,3,False,1,False,1,10,1.3991,0.0156,1.4303,10.0833,2,329,12.9633,10.013407,134,292,
2358,9076,29994,4,False,1,False,1,21,1.4147,0.0,1.4333,10.3518,2,301,13.2028,10.006489,123,283,
2359,9078,29999,4,False,1,False,1,33,4.6021,0.0,3.8533,10.5375,2,337,19.1015,10.013884,118,277,
2360,9079,30000,4,False,1,False,1,24,8.3578,0.0,8.955,10.3906,2,316,27.797,10.036888,132,304,
2361,9082,30011,4,False,1,False,1,5,1.4416,0.0307,1.4245,10.065,2,174,12.967,10.017266,122,294,
2362,9084,30019,4,True,1,True,1,7,0.9175,0.0154,0.0,0.076,1,0,1.0115,10.013613,118,316,
2363,9086,30028,4,True,1,False,1,26,1.6592,0.0,1.6225,8.4288,1,265,11.952,10.075059,136,283,
2364,9117,30153,3,False,1,False,1,65,0.6223,0.0164,0.4499,11.0089,2,333,12.1161,10.008905,119,310,
2365,9118,30155,4,False,1,False,1,65,0.6332,0.0153,0.4876,10.7256,2,332,11.8819,10.084991,119,308,
2366,9121,30163,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.064,10.118071,131,279,AI solve exceeded 10.00s
2367,9122,30171,4,False,1,False,1,13,3.4594,0.0,4.1549,10.2503,2,158,17.8974,10.03335,111,302,
2368,9123,30172,4,False,1,False,1,36,4.9056,0.0,5.0911,11.0155,2,175,21.0649,10.000305,129,302,
2369,9124,30175,3,False,1,False,1,17,2.9831,0.0,2.4822,10.2836,2,319,15.8262,10.017576,130,328,
2370,9125,30176,3,False,1,False,1,13,3.6535,0.0,3.6771,10.2247,2,326,17.6134,10.024822,136,327,
2371,9133,30206,3,False,1,False,1,27,1.6803,0.0,1.7204,10.4271,2,265,14.1024,10.269094,155,321,
2372,9152,30245,4,False,1,False,1,70,1.8562,0.0158,1.8996,10.0201,2,326,13.8012,10.013998,134,327,
2373,9173,30317,4,False,1,False,1,18,0.8668,0.0,0.7796,10.3788,2,256,12.0475,10.358657,144,328,
2374,9177,30324,3,False,1,False,1,24,4.9876,0.0265,5.1441,10.2235,2,163,20.4887,10.002434,130,344,
2375,9178,30326,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.1124,10.012722,126,323,AI solve exceeded 10.00s
2376,9179,30326,4,False,1,False,1,24,1.9436,0.0,0.0,0.6694,,0,12.6199,10.420665,145,345,AI solve exceeded 10.00s
2377,9180,30329,3,False,1,False,1,24,3.1999,0.0,2.4072,10.8598,2,161,16.5686,10.019707,126,334,
2378,9181,30330,3,False,1,False,1,0,0.0,0.0,9.6332,10.0011,2,164,29.6651,10.082916,137,331,AI solve exceeded 10.00s
2379,9182,30332,3,False,1,False,1,15,4.6185,0.0263,4.5607,10.3245,2,115,19.5657,10.021599,123,329,
2380,9183,30332,4,False,1,False,1,1,5.527,0.0,4.6967,10.0497,2,132,20.2796,10.07262,102,288,
2381,9184,30334,4,False,1,False,1,55,3.7174,0.0,3.4529,10.8611,2,336,18.0526,10.008539,285,641,
2382,9185,30335,4,False,1,False,1,42,3.6124,0.0158,3.6919,10.4748,2,330,17.8273,10.028653,326,698,
2383,9186,30336,4,False,1,False,1,21,1.5759,0.0,4.3289,10.3265,2,328,16.2634,10.004436,322,677,
2384,9187,30337,3,False,1,False,1,44,4.2192,0.0,4.1841,10.7081,2,303,19.142,10.019521,295,656,
2385,9188,30339,3,False,1,False,1,15,5.0089,0.0158,8.805,10.0803,2,263,23.9646,10.006976,314,657,
2386,9189,30339,4,False,1,False,1,16,3.3316,0.0,3.4729,10.31,2,293,17.1174,10.012106,295,658,
2387,9190,30348,3,False,1,False,1,34,0.0564,0.0312,0.0153,10.5476,2,332,10.6536,10.147235,350,707,
2388,9195,30358,4,False,1,False,1,20,1.4659,0.0,1.0086,10.4774,2,314,12.9744,10.000484,329,745,
2389,9209,30395,4,False,1,False,1,18,2.5891,0.0,3.1231,10.3407,2,182,16.078,10.079892,183,475,
2390,9220,30445,3,False,1,False,1,6,0.6665,0.0305,1.6968,10.0754,2,202,12.4738,10.044456,328,757,
2391,9221,30447,3,False,1,False,1,31,0.67,0.0298,0.6692,10.4679,2,298,11.8417,10.004412,349,706,
2392,9227,30458,3,False,1,False,1,36,0.9625,0.0,1.8808,10.6307,2,340,13.4851,10.002963,348,752,
2393,9232,30466,4,False,1,False,1,17,3.3262,0.0,2.6838,10.2721,2,320,16.3458,10.006513,335,736,
2394,9233,30467,4,False,1,False,1,48,2.1203,0.0,2.1322,10.7531,2,283,15.067,10.009529,345,752,
2395,9234,30469,3,False,1,False,1,20,5.8354,0.0,6.2276,10.5358,2,328,22.6203,10.001421,340,746,
2396,9235,30472,3,False,1,False,1,10,4.2966,0.0159,4.3462,10.0827,2,316,18.772,10.008355,332,762,
2397,9236,30472,4,False,1,False,1,13,3.2288,0.0,3.3242,10.2204,2,325,16.7761,10.020772,338,758,
2398,9237,30473,3,False,1,False,1,42,1.6765,0.0157,1.6813,10.4893,2,334,13.8929,10.007396,350,749,
2399,9238,30476,4,False,1,False,1,14,1.9556,0.0158,2.859,10.0643,2,330,14.9558,10.005738,341,737,
2400,9241,30485,3,False,1,False,1,3,1.9928,0.0514,2.0039,10.063,2,31,14.1193,10.022407,300,632,
2401,9242,30485,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0045,10.001062,324,687,AI solve exceeded 10.00s
2402,9243,30487,3,False,1,False,1,33,1.9747,0.0534,1.9975,10.8593,2,61,14.893,10.00858,322,691,
2403,9246,30497,3,False,1,False,1,4,5.1857,0.0277,5.3229,10.1275,2,164,20.696,10.003015,356,761,
2404,9267,30567,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.008,10.001203,268,669,AI solve exceeded 10.00s
2405,9268,30568,3,True,1,True,1,39,8.303,0.0169,0.0,0.1248,1,0,8.4488,10.004121,323,698,
2406,9271,30573,4,False,1,False,1,44,0.5719,0.0,0.104,10.6817,2,322,11.3689,10.002439,338,729,
2407,9273,30578,3,False,1,False,1,24,1.1096,0.0,1.1257,10.3784,2,261,12.667,10.003918,334,739,
2408,9274,30579,4,False,1,False,1,24,6.8151,0.0,4.545,10.3898,2,316,21.809,10.004988,333,745,
2409,9277,30582,4,False,1,False,1,25,2.0363,0.0161,2.0174,10.1185,2,293,14.2398,10.002897,333,732,
2410,9278,30589,3,False,1,False,1,10,1.664,0.0158,1.3198,10.0909,2,326,13.1196,10.004151,340,710,
2411,9279,30592,3,False,1,False,1,15,5.3889,0.0155,5.726,10.0883,2,332,21.2781,10.00703,346,708,
2412,9280,30592,4,False,1,False,1,16,5.0932,0.0,6.1147,10.4549,2,278,21.6677,10.020836,338,745,
2413,9284,30602,3,False,1,False,1,3,0.0567,0.0306,0.0002,10.0323,2,227,10.1227,10.008667,328,705,
2414,9296,30634,4,False,1,False,1,14,2.7975,0.0,2.3203,10.2245,2,337,15.6315,10.00371,343,721,
2415,9314,30672,4,False,1,False,1,13,1.0557,0.0,1.097,10.2175,2,319,12.4243,10.008486,339,714,
2416,9315,30673,4,False,1,False,1,49,1.9309,0.0,1.4474,10.7942,2,332,14.2322,10.012398,347,755,
2417,9317,30679,3,False,1,False,1,46,4.3098,0.0156,4.2796,10.623,2,330,19.2457,10.017526,345,740,
2418,9318,30683,4,False,1,False,1,13,2.9073,0.0,2.8198,10.2244,2,191,15.9784,10.00347,333,746,
2419,9319,30685,3,False,1,False,1,13,1.3533,0.0,1.2787,10.2256,2,321,12.885,10.006081,314,715,
2420,9320,30685,4,False,1,False,1,16,1.5016,0.0161,1.5848,10.0679,2,316,13.1733,10.004066,330,756,
2421,9321,30686,4,False,1,False,1,13,9.5612,0.0,9.4263,10.2271,2,291,29.281,10.007974,344,749,
2422,9353,30769,4,False,1,False,1,30,1.9555,0.0,2.5995,10.6769,2,316,15.3404,10.191544,371,747,
2423,9355,30772,4,False,1,False,1,18,1.0526,0.0,1.0586,10.3003,2,320,12.716,10.008269,357,786,
2424,9357,30776,4,False,1,False,1,18,1.0111,0.0,0.9563,10.3031,2,326,12.5632,10.005559,357,783,
2425,9395,30861,3,False,1,False,1,24,1.4644,0.0159,1.4325,10.1577,2,328,13.121,10.163293,308,681,
2426,9396,30861,4,False,1,False,1,24,0.6813,0.0,4.2792,10.3932,2,331,15.3565,10.001505,206,504,
2427,9397,30862,3,False,1,False,1,24,1.1281,0.0,1.1756,10.4242,2,328,12.7782,10.016496,171,412,
2428,9398,30866,4,False,1,False,1,25,1.6958,0.0163,1.6959,10.1124,2,323,13.5685,10.038834,132,318,
2429,9399,30871,4,False,1,False,1,44,2.8198,0.0164,2.8318,10.5267,2,340,16.2211,10.010424,200,438,
2430,9400,30872,4,False,1,False,1,21,0.5933,0.0,0.6006,10.3316,2,350,11.5525,10.009378,283,612,
2431,9401,30873,3,False,1,False,1,10,2.9072,0.016,2.9412,10.0779,2,342,15.9687,10.000993,312,666,
2432,9402,30874,4,False,1,False,1,44,2.7397,0.0156,2.9419,10.5284,2,334,16.2522,10.010139,304,655,
2433,9403,30875,4,False,1,False,1,26,0.61,0.0,0.574,10.4238,2,273,11.6334,10.002921,157,404,
2434,9404,30876,3,False,1,False,1,18,0.5692,0.0,0.5586,10.2815,2,281,11.4351,10.0261,240,636,
2435,9405,30878,4,False,1,False,1,37,5.1363,0.0,5.2025,10.5849,2,334,20.9935,10.006207,297,673,
2436,9444,30960,3,False,1,False,1,49,1.2374,0.0156,1.2762,10.7545,2,311,13.2872,10.008957,258,595,
2437,9445,30961,4,True,1,True,1,8,0.8097,0.0155,0.0,0.0892,1,0,0.9172,10.014979,304,636,
2438,9446,30962,4,False,1,False,1,49,1.2393,0.0149,1.4802,10.7013,2,281,13.4392,10.003021,258,601,
2439,9447,30963,4,False,1,False,1,42,1.9039,0.0,1.6178,11.1413,2,273,14.7798,10.010096,273,600,
2440,9448,30968,4,False,1,False,1,14,2.4957,0.0,2.4483,10.2125,2,349,15.4329,10.001574,301,630,
2441,9487,31048,4,False,1,False,1,13,1.1856,0.0,1.0856,10.2146,2,347,12.5319,10.003953,309,649,
2442,9488,31049,3,False,1,False,1,51,0.9826,0.0,1.0662,10.8057,2,336,12.904,10.003246,297,660,
2443,9489,31049,4,False,1,False,1,51,1.4598,0.0,1.3394,10.806,2,332,13.6081,10.000399,297,660,
2444,9491,31050,4,False,1,False,1,13,9.515,0.0,9.5238,10.2107,2,339,29.2896,10.015592,303,648,
2445,9492,31053,4,False,1,False,1,19,1.8549,0.0,1.8592,10.3099,2,342,14.0817,10.018921,304,656,
2446,9493,31054,3,False,1,False,1,52,1.257,0.0,1.0893,10.8626,2,332,13.2819,10.000741,308,669,
2447,9494,31054,4,False,1,False,1,52,1.0235,0.0,1.0947,10.8379,2,351,12.959,10.01933,263,596,
2448,9495,31057,3,False,1,False,1,11,4.7442,0.0,4.7399,10.2077,2,283,19.7184,10.002065,191,540,
2449,9496,31058,3,False,1,False,1,11,4.5447,0.0,4.5081,10.1917,2,168,19.2715,10.017075,204,495,
2450,9497,31061,3,False,1,False,1,44,0.9523,0.0158,0.8909,10.4964,2,320,12.38,10.021108,135,318,
2451,9516,31102,3,True,1,True,1,9,0.1129,0.0314,0.0,0.1291,1,0,0.2758,10.03522,128,286,
2452,9517,31104,4,False,1,False,1,8,0.62,0.0312,0.5138,10.0317,2,1,11.1999,10.036512,131,293,
2453,9537,31136,4,False,1,False,1,38,0.7628,0.0,0.6912,10.5691,2,342,12.0932,10.025696,116,285,
2454,9544,31172,3,False,1,False,1,14,4.5247,0.0154,4.7925,10.0686,2,337,19.4748,10.002422,126,293,
2455,9545,31173,3,False,1,False,1,31,1.5486,0.0,1.5094,10.4881,2,344,13.6217,10.003754,125,291,
2456,9562,31202,4,False,1,False,1,7,0.727,0.0,0.8,10.1275,2,352,11.7195,10.0111,133,286,
2457,9570,31220,4,False,1,False,1,36,0.3845,0.0157,0.3815,10.0213,2,323,10.8241,10.02197,118,284,
2458,9571,31221,3,True,1,False,1,39,0.6646,0.0,1.4948,7.8464,1,254,10.0167,10.02765,122,292,
2459,9574,31223,4,False,1,False,1,23,3.6672,0.0,3.7034,10.4481,2,350,17.849,10.008701,118,306,
2460,9576,31229,3,False,1,False,1,54,0.7531,0.0,0.7404,10.8324,2,336,12.3717,10.01944,120,305,
2461,9577,31231,4,False,1,False,1,15,0.9814,0.0,0.9498,10.2401,2,335,12.2234,10.004452,124,295,
2462,9578,31232,4,False,1,False,1,17,1.0823,0.0,1.3391,10.2756,2,338,12.7462,10.019443,127,299,
2463,9579,31235,4,False,1,False,1,14,1.6321,0.0152,1.4686,10.1006,2,333,13.29,10.000262,126,298,
2464,9580,31236,3,False,1,False,1,13,1.8318,0.0,1.5421,10.2108,2,333,13.6569,10.007046,118,303,
2465,9584,31243,4,True,1,True,1,9,0.2097,0.0311,0.0,0.1185,1,0,0.3618,10.039305,126,282,
2466,9589,31256,3,False,1,False,1,24,6.3646,0.0154,6.751,10.3471,2,300,23.5186,10.004151,123,290,
2467,9590,31256,4,False,1,False,1,24,2.8435,0.0,3.0435,10.5935,2,300,16.4833,10.011454,123,290,
2468,9591,31260,4,False,1,False,1,24,3.2108,0.0,3.1701,10.4928,2,296,16.9186,10.017877,126,297,
2469,9592,31262,4,True,1,False,1,24,2.1868,0.0152,1.4606,6.5026,1,203,10.2126,10.026641,128,291,
2470,9598,31285,3,False,1,False,1,56,0.7319,0.0,0.718,10.8587,2,336,12.3553,10.002707,120,300,
2471,9601,31289,3,False,1,False,1,57,1.0241,0.0,1.0287,10.8815,2,337,12.9843,10.091518,120,301,
2472,9602,31292,3,False,1,False,1,13,3.4162,0.0,3.3886,10.2212,2,339,17.0965,10.076983,118,299,
2473,9609,31309,4,False,1,False,1,24,2.6404,0.0163,2.5818,10.111,2,310,15.3925,10.003374,123,290,
2474,9610,31310,3,False,1,False,1,15,5.2747,0.0155,5.1768,10.081,2,348,20.6165,10.032447,130,283,
2475,9611,31312,4,False,1,False,1,36,1.9385,0.0,1.6995,10.553,2,344,14.2696,10.031854,129,299,
2476,9614,31326,4,False,1,False,1,13,9.0999,0.0,8.935,10.2218,2,355,28.2983,10.059869,133,287,
2477,9615,31329,3,False,1,False,1,13,8.9589,0.0153,8.8403,10.1986,2,354,28.0552,10.012995,125,280,
2478,9616,31330,3,False,1,False,1,14,6.8711,0.0156,6.7616,10.0679,2,354,23.7865,10.051727,108,302,
2479,9617,31330,4,False,1,False,1,13,4.9654,0.0,8.764,10.2034,2,352,23.9358,10.017706,118,302,
2480,9618,31332,3,False,1,False,1,13,3.9054,0.0,3.9998,10.212,2,349,18.1927,10.006744,118,305,
2481,9619,31332,4,False,1,False,1,10,7.5178,0.0,7.8263,10.1854,2,348,25.5323,10.011498,108,304,
2482,9621,31335,4,False,1,False,1,19,0.9156,0.0,0.8253,10.3198,2,362,12.2972,10.010484,114,303,
2483,9625,31343,3,False,1,False,1,24,1.4956,0.0155,1.522,10.1912,2,325,13.2678,10.002268,123,289,
2484,9626,31344,4,False,1,False,1,24,1.7266,0.0154,1.7224,10.157,2,325,13.6634,10.035175,123,286,
2485,9627,31345,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0564,10.050462,127,274,AI solve exceeded 10.00s
2486,9628,31349,3,False,1,False,1,13,2.5008,0.0,2.6481,10.2087,2,362,15.3984,10.029239,127,282,
2487,9629,31352,4,False,1,False,1,37,0.8857,0.0,0.7685,10.5719,2,366,12.3055,10.011736,125,291,
2488,9632,31358,4,False,1,False,1,23,3.4446,0.0,3.5045,10.3516,2,359,17.3299,10.020061,130,297,
2489,9634,31359,4,True,1,False,1,24,1.6993,0.0,2.5378,4.0391,1,134,8.3041,10.006316,130,282,
2490,9635,31360,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0481,10.009906,115,290,AI solve exceeded 10.00s
2491,9636,31364,4,False,1,False,1,60,2.4391,0.0,0.9168,10.8943,2,358,14.2959,10.018978,112,298,
2492,9637,31365,3,False,1,False,1,59,0.6808,0.0152,0.6233,10.8572,2,379,12.2271,10.018157,137,294,
2493,9642,31385,4,False,1,False,1,24,7.7333,0.015,7.6645,10.1032,2,319,25.5576,10.114527,131,301,
2494,9643,31388,3,False,1,False,1,16,4.4856,0.0149,2.7894,10.0602,2,370,17.4219,10.01798,130,290,
2495,9644,31389,3,False,1,False,1,35,2.5075,0.0,2.5151,10.5312,2,362,15.6287,10.097599,129,298,
2496,9645,31389,4,False,1,False,1,38,2.5561,0.0,1.4782,10.5718,2,362,14.6088,10.014476,125,293,
2497,9646,31393,3,False,1,False,1,26,2.2761,0.0149,2.2882,10.2666,2,362,14.8503,10.025802,132,295,
2498,9649,31404,3,False,1,False,1,62,2.1311,0.0,2.0127,10.9207,2,368,15.1106,10.129109,120,306,
2499,9650,31409,4,False,1,False,1,13,4.2062,0.0,4.4494,10.2049,2,349,18.9255,10.070707,118,308,
2500,9651,31410,4,False,1,False,1,16,1.2469,0.015,1.3618,10.0654,2,370,12.7535,10.016838,130,291,
2501,9657,31428,3,False,1,False,1,24,7.8829,0.016,7.8205,10.201,2,334,25.9626,10.04098,124,291,
2502,9659,31435,3,False,1,False,1,24,0.8459,0.0,0.8652,10.3731,2,325,12.1278,10.003818,120,280,
2503,9660,31435,4,False,1,False,1,24,1.7208,0.0155,1.7982,10.1052,2,325,13.6426,10.063867,123,286,
2504,9661,31438,4,False,1,False,1,44,0.9197,0.0,0.8616,10.6558,2,358,12.5015,10.077081,122,297,
2505,9662,31439,3,False,1,False,1,36,0.854,0.0,0.8422,10.5409,2,362,12.304,10.001868,123,286,
2506,9664,31441,3,False,1,False,1,19,0.9454,0.0147,0.9108,10.2272,2,357,12.1259,10.022567,130,293,
2507,9667,31444,4,True,1,True,1,44,0.2581,0.015,0.0,0.0588,1,0,0.3789,10.003635,124,297,
2508,9674,31460,4,False,1,False,1,64,3.1303,0.0,2.8886,11.0157,2,339,17.0798,10.0055,115,305,
2509,9675,31461,3,False,1,False,1,16,4.5128,0.0151,4.505,10.0651,2,348,19.1561,10.000563,208,508,
2510,9676,31462,3,False,1,False,1,18,0.6797,0.0,0.6328,10.3396,2,376,11.7144,10.056717,301,630,
2511,9681,31474,4,False,1,False,1,24,3.4275,0.0,3.3335,10.3692,2,320,17.1739,10.00548,292,666,
2512,9682,31475,3,False,1,False,1,24,0.6339,0.0,0.6299,10.3759,2,320,11.6807,10.025195,296,669,
2513,9683,31476,4,False,1,False,1,17,0.6723,0.0,0.6163,10.2665,2,342,11.6087,10.003282,293,677,
2514,9684,31477,3,False,1,False,1,16,7.7985,0.0151,7.5401,10.0674,2,362,25.4822,10.00501,312,655,
2515,9690,31487,3,True,1,True,1,50,1.289,0.0156,0.0,0.0614,1,0,1.4893,10.010392,315,660,
2516,9732,31593,4,False,1,False,1,23,0.5712,0.0,0.5733,10.3546,2,375,11.5843,10.001529,317,664,
2517,9733,31597,4,False,1,False,1,29,3.4356,0.0,3.3998,10.4452,2,374,17.397,10.010074,321,678,
2518,9734,31598,4,False,1,False,1,29,3.8972,0.0,3.3303,10.4437,2,377,17.7999,10.036911,254,542,
2519,9736,31600,4,False,1,False,1,28,1.7462,0.0,1.7921,10.433,2,379,14.115,10.01715,234,514,
2520,9737,31602,4,False,1,False,1,26,2.9955,0.0,2.9948,10.4562,2,393,16.5527,10.013592,130,312,
2521,9744,31621,4,False,1,False,1,26,3.0191,0.0,3.0342,10.4042,2,381,16.5645,10.018971,117,324,
2522,9773,31697,3,False,1,False,1,17,3.708,0.0153,3.6962,10.0787,2,384,17.5487,10.008937,130,289,
2523,9774,31698,3,False,1,False,1,16,0.7025,0.0151,6.8889,10.0629,2,374,17.7276,10.013423,129,292,
2524,9803,31771,4,False,1,False,1,13,3.7168,0.0,3.5463,10.2199,2,367,17.5341,10.007509,118,319,
2525,9804,31773,4,False,1,False,1,10,2.226,0.0,1.8924,10.164,2,360,14.3361,10.063628,108,317,
2526,9853,31878,4,False,1,False,1,19,3.3932,0.0,3.3681,10.2961,2,386,17.1022,10.039871,135,298,
2527,9854,31883,3,False,1,False,1,21,0.4263,0.0,0.4275,10.3246,2,400,11.221,10.019938,232,499,
2528,9897,31992,4,False,1,False,1,24,1.0409,0.0,1.0902,10.3567,2,393,12.5521,10.000573,180,410,
2529,9898,31996,4,False,1,False,1,25,1.0688,0.0,1.057,10.3833,2,391,12.5745,10.003464,248,556,
2530,9901,32004,4,False,1,False,1,24,1.0757,0.0,1.0578,10.3623,2,389,12.5507,10.012743,130,350,
2531,9904,32009,4,False,1,False,1,24,1.0599,0.0,1.0551,10.4438,2,173,12.6083,10.068141,46,190,
2532,9918,32047,3,False,1,False,1,16,3.1723,0.0146,3.1281,10.0623,2,380,16.4222,10.030088,98,297,
2533,9919,32049,3,False,1,False,1,13,4.6167,0.0,0.9779,10.2031,2,383,15.8447,10.035174,155,402,
2534,9934,32086,4,False,1,False,1,37,0.9517,0.0,0.8727,10.5727,2,404,12.4782,10.000665,294,632,
2535,9936,32087,4,False,1,False,1,95,0.6972,0.0,0.588,11.3847,2,388,12.7602,10.010192,286,661,
2536,9938,32094,4,False,1,False,1,31,1.273,0.0,1.7364,10.4782,2,403,13.5953,10.000158,304,669,
2537,9940,32097,4,False,1,False,1,31,1.3668,0.0,1.3171,10.4496,2,405,13.2367,10.004359,304,680,
