fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_backtracks,classic_ok,classic_backtracks,ai_less_backtracks,ai_error,time_s,classic_time_s
329,1620,4,True,1,False,1,1,0,True,0,False,,0.8345,0.7785
330,1628,3,True,1,False,1,1,0,True,0,False,,0.7748,0.7385
331,1642,4,True,1,False,1,1,0,True,0,False,,0.7198,0.6878
332,1648,3,True,1,False,1,1,0,True,0,False,,0.9041,0.8934
333,1648,4,True,1,False,1,1,0,True,0,False,,0.9302,0.8821
334,1657,4,True,1,False,1,1,0,True,0,False,,0.8675,0.8196
335,1669,3,True,1,False,1,1,0,True,0,False,,0.7917,0.7727
336,1670,3,True,1,False,1,1,0,True,0,False,,0.7593,0.7264
337,1674,3,True,1,False,1,1,0,True,0,False,,0.7719,0.7327
338,1675,4,True,1,False,1,1,0,True,0,False,,0.7272,0.6924
339,1680,3,True,1,False,1,1,0,True,0,False,,0.5485,0.4883
340,1680,4,True,1,False,1,1,0,True,0,False,,0.5256,0.4935
341,1682,3,True,1,False,1,1,40,True,40,False,,3.1233,3.084
342,1684,4,True,1,False,1,1,0,True,0,False,,0.6846,0.6429
343,1694,3,True,1,False,1,1,0,True,0,False,,0.639,0.6231
344,1695,4,True,1,False,1,2,56,True,56,False,,4.0238,3.9697
345,1698,4,True,1,False,1,2,0,True,0,False,,0.481,0.4461
346,1704,4,True,1,False,1,2,0,True,0,False,,0.6514,0.6259
347,1711,3,True,1,False,1,1,8,True,8,False,,1.1625,1.1227
348,1712,3,True,1,False,1,1,0,True,0,False,,0.7089,0.6705
349,1712,4,True,1,False,1,2,0,True,0,False,,0.7086,0.6857
350,1714,3,True,1,False,1,1,0,True,0,False,,0.4413,0.4002
351,1728,3,True,1,False,1,1,0,True,0,False,,1.0648,1.0323
352,1733,4,True,1,False,1,1,0,True,0,False,,1.042,1.0357
353,1736,3,True,1,False,1,1,0,True,0,False,,0.791,0.7561
354,1742,4,True,1,False,1,2,0,True,0,False,,0.7113,0.6764
355,1748,3,True,1,False,1,2,0,True,0,False,,0.4231,0.3847
356,1751,3,True,1,False,1,2,0,True,0,False,,0.4232,0.388
357,1752,4,True,1,False,1,1,0,True,0,False,,0.3282,0.2952
358,1755,3,True,1,False,1,2,0,True,0,False,,0.3207,0.2863
359,1759,3,True,1,False,1,1,0,True,0,False,,0.381,0.4097
360,1770,4,True,1,False,1,1,0,True,0,False,,0.505,0.47
361,1773,3,True,1,False,1,2,0,True,0,False,,0.4232,0.384
362,1779,3,True,1,False,1,1,0,True,0,False,,0.856,0.8321
363,1786,4,True,1,False,1,1,0,True,0,False,,0.3404,0.3053
364,1792,3,False,1,False,1,1,153,False,153,,,10.0676,10.0081
365,1796,3,True,1,False,1,1,0,True,0,False,,0.4056,0.368
366,1802,3,True,1,False,1,1,4,True,4,False,,0.8312,0.7865
367,1803,4,True,1,False,1,2,0,True,0,False,,1.0592,1.0161
368,1806,3,True,1,False,1,1,0,True,0,False,,0.3683,0.33
369,1807,4,True,1,False,1,1,0,True,0,False,,0.4208,0.4451
370,1811,4,True,1,False,1,1,0,True,0,False,,0.319,0.2838
371,1818,4,True,1,False,1,5,0,True,0,False,,0.3185,0.2816
372,1820,4,True,1,False,1,5,0,True,0,False,,0.3173,0.2792
373,1832,4,True,1,False,1,2,7,True,7,False,,1.5246,1.5206
374,1841,4,True,1,False,1,5,0,True,0,False,,0.429,0.3885
375,1851,4,True,1,False,1,2,0,True,0,False,,0.1352,0.0989
376,1863,3,True,1,False,1,4,0,True,0,False,,0.7462,0.7054
377,1866,4,True,1,False,1,1,0,True,0,False,,0.6834,0.6503
378,1873,4,True,1,False,1,2,0,True,0,False,,0.1333,0.0973
379,1874,4,True,1,False,1,1,0,True,0,False,,0.1932,0.1396
380,1878,3,True,1,False,1,1,0,True,0,False,,0.1113,0.0778
381,1882,3,True,1,False,1,1,0,True,0,False,,0.1137,0.078
382,1889,4,True,1,False,1,1,0,True,0,False,,0.1547,0.1188
383,1891,3,True,1,False,1,1,0,True,0,False,,0.4842,0.4444
384,1892,3,True,1,False,1,1,0,True,0,False,,0.4827,0.4447
