rank,fault_index,gate_id,fault_val,classic_backtracks,classic_time_s,ai_time_s,classic_ok,precheck_success,attempts_used
2799,409,1976,3,0,0.3867,0.4188,True,False,1
2800,708,3443,3,0,0.3865,0.425,True,False,1
2801,2844,13995,4,0,0.3864,1.1535,True,False,1
2802,6031,30076,4,0,0.3862,0.5804,True,False,1
2803,1085,5278,3,0,0.386,0.4187,True,False,1
2804,2433,12099,4,0,0.386,0.513,True,False,1
2805,702,3417,3,0,0.3854,0.4226,True,False,1
2806,698,3401,3,0,0.3853,0.4203,True,False,1
2807,6241,31152,3,0,0.3853,0.7711,True,False,1
2808,3747,18509,3,0,0.3851,0.9718,True,False,1
2809,1243,6088,4,0,0.385,0.4248,True,False,1
2810,6065,30244,3,0,0.385,0.6066,True,False,1
2811,1314,6417,4,0,0.3848,0.4132,True,False,1
2812,1533,7436,4,0,0.3848,0.4244,True,False,1
2813,3955,19598,4,0,0.3848,1.2799,True,False,1
2814,355,1748,3,0,0.3847,0.4231,True,False,1
2815,2216,11001,4,0,0.3846,0.9233,True,False,1
2816,3589,17642,3,0,0.3843,0.7254,True,False,1
2817,361,1773,3,0,0.384,0.4232,True,False,1
2818,2079,10144,3,0,0.384,0.5754,True,False,1
2819,835,4062,3,0,0.3838,0.4222,True,False,1
2820,2430,12078,4,0,0.3833,0.4859,True,False,1
2821,3790,18755,3,0,0.383,1.9751,True,False,1
2822,2289,11399,3,0,0.3829,1.087,True,False,1
2823,436,2085,4,0,0.3828,0.421,True,False,1
2824,1061,5176,4,0,0.3826,0.4199,True,False,1
2825,6309,31490,4,0,0.3825,2.9122,True,False,1
2826,1247,6107,4,0,0.3824,0.4192,True,False,1
2827,2496,12385,3,0,0.3821,1.5732,True,False,1
2828,2284,11374,3,0,0.382,0.4773,True,False,1
2829,3058,14949,3,0,0.3819,0.4518,True,False,1
2830,2709,13312,3,0,0.3816,0.4376,True,False,1
2831,881,4239,3,0,0.3815,0.4167,True,False,1
2832,4037,20017,3,0,0.3815,2.5826,True,False,1
2833,4846,24102,4,0,0.3815,1.067,True,False,1
2834,862,4182,3,0,0.3811,0.4151,True,False,1
2835,687,3337,3,0,0.3806,0.4165,True,False,1
2836,3083,15074,4,0,0.3805,1.0893,True,False,1
2837,733,3552,4,0,0.3802,0.4138,True,False,1
2838,5874,29276,3,0,0.3797,0.4309,True,False,1
2839,5877,29288,4,0,0.3792,0.4312,True,False,1
2840,4040,20024,3,0,0.3788,1.2223,True,False,1
2841,1427,6952,4,0,0.3786,0.6606,True,False,1
2842,2085,10168,4,0,0.3784,0.6772,True,False,1
2843,5880,29299,4,0,0.3779,0.7773,True,False,1
2844,5703,28497,4,0,0.3777,0.4101,True,False,1
2845,4839,24067,4,0,0.375,0.4235,True,False,1
2846,2885,14155,4,0,0.3749,1.4462,True,False,1
2847,5150,25636,3,0,0.3727,0.4111,True,False,1
2848,5074,25268,3,0,0.372,2.1348,True,False,1
2849,4036,20010,3,0,0.3719,1.9886,True,False,1
2850,2779,13711,3,0,0.3717,0.4065,True,False,1
2851,5760,28715,4,0,0.3716,1.0673,True,False,1
2852,589,2843,4,0,0.3714,0.4057,True,False,1
2853,5043,25080,4,0,0.3708,0.3991,True,False,1
2854,3831,18941,3,0,0.3703,0.4053,True,False,1
2855,6032,30083,3,0,0.3698,0.4134,True,False,1
2856,316,1546,4,0,0.3697,0.3862,True,False,1
2857,5847,29132,4,0,0.3696,0.4058,True,False,1
2858,3527,17329,3,0,0.3693,1.0046,True,False,1
2859,3274,16056,4,0,0.3691,0.4088,True,False,1
2860,4213,20934,3,0,0.369,0.5352,True,False,1
2861,4586,22796,4,0,0.369,1.4178,True,False,1
2862,590,2847,3,0,0.3689,0.4044,True,False,1
2863,2459,12233,3,0,0.3681,1.0304,True,False,1
2864,365,1796,3,0,0.368,0.4056,True,False,1
2865,1847,8999,4,0,0.3679,0.7378,True,False,1
2866,5950,29687,4,0,0.3679,2.2121,True,False,1
2867,2733,13405,3,0,0.3677,2.9608,True,False,1
2868,6145,30656,4,0,0.3674,1.441,True,False,1
2869,6050,30158,4,0,0.3671,2.4334,True,False,1
2870,4678,23254,3,0,0.3669,0.4073,True,False,1
2871,821,3998,3,0,0.3667,0.3719,True,False,1
2872,3085,15098,3,0,0.3666,0.4079,True,False,1
2873,873,4210,4,0,0.3664,0.4144,True,False,1
2874,3571,17547,3,0,0.3664,0.3998,True,False,1
2875,5566,27721,4,0,0.3664,1.0409,True,False,1
2876,3440,16865,4,0,0.3663,0.4302,True,False,1
2877,4679,23256,3,0,0.3663,0.4148,True,False,1
2878,5661,28242,4,0,0.3662,1.0964,True,False,1
2879,5996,29908,3,0,0.3661,0.4,True,False,1
2880,3302,16179,4,0,0.366,0.4029,True,False,1
2881,6078,30322,3,0,0.366,2.1527,True,False,1
2882,868,4198,4,0,0.3656,0.4017,True,False,1
2883,5372,26754,4,0,0.3656,2.8673,True,False,1
2884,5914,29480,4,0,0.3656,0.4031,True,False,1
2885,5797,28879,3,0,0.365,0.3973,True,False,1
2886,815,3982,3,0,0.3646,0.4299,True,False,1
2887,923,4421,4,0,0.3646,0.3947,True,False,1
2888,3268,16025,3,0,0.3646,0.5123,True,False,1
2889,2217,11002,4,0,0.3644,1.1356,True,False,1
2890,5835,29086,4,0,0.3644,0.4061,True,False,1
2891,439,2094,3,0,0.364,0.3978,True,False,1
2892,5045,25090,4,0,0.3638,1.1,True,False,1
2893,2602,12838,4,0,0.3637,4.7109,True,False,1
2894,5749,28668,3,0,0.3637,0.4035,True,False,1
2895,2601,12837,4,0,0.3635,4.4064,True,False,1
2896,4544,22563,4,0,0.3633,0.3983,True,False,1
2897,2604,12841,4,0,0.3631,4.6847,True,False,1
2898,3538,17380,3,0,0.363,1.6056,True,False,1
2899,4168,20715,4,0,0.363,1.4566,True,False,1
2900,3494,17169,4,0,0.3629,1.1094,True,False,1
2901,867,4198,3,0,0.3628,0.3969,True,False,1
2902,1220,5921,3,0,0.3627,0.3684,True,False,1
2903,4454,22120,3,0,0.3627,0.403,True,False,1
2904,3301,16179,3,0,0.3624,0.4018,True,False,1
2905,3061,14975,4,0,0.3621,0.3947,True,False,1
2906,5660,28240,4,0,0.362,0.4004,True,False,1
2907,3166,15461,3,0,0.3616,0.4102,True,False,1
2908,2439,12141,3,0,0.3615,0.3972,True,False,1
2909,2734,13407,3,0,0.3613,3.347,True,False,1
2910,3967,19645,3,0,0.3613,1.2582,True,False,1
2911,5798,28881,3,0,0.3613,0.4149,True,False,1
2912,5921,29527,4,0,0.3612,0.4011,True,False,1
2913,4456,22122,3,0,0.361,0.4062,True,False,1
2914,4946,24662,4,0,0.3609,0.4097,True,False,1
2915,2603,12840,4,0,0.3606,4.6406,True,False,1
2916,4295,21389,4,0,0.3606,1.2807,True,False,1
2917,2147,10572,3,0,0.3605,0.4054,True,False,1
2918,3908,19370,4,0,0.3605,1.4619,True,False,1
2919,4141,20593,4,0,0.3605,1.0872,True,False,1
2920,4300,21403,4,0,0.3605,0.4111,True,False,1
2921,4128,20510,3,0,0.3603,0.3971,True,False,1
2922,968,4658,4,0,0.36,0.3979,True,False,1
2923,2870,14100,3,0,0.3597,0.3976,True,False,1
2924,2607,12854,4,0,0.3596,4.4485,True,False,1
2925,2714,13325,4,0,0.3596,0.3988,True,False,1
2926,2856,14034,4,0,0.3596,0.3927,True,False,1
2927,2861,14066,4,0,0.3594,0.3971,True,False,1
2928,3283,16090,4,0,0.3591,0.4088,True,False,1
2929,3412,16703,3,0,0.3591,0.3936,True,False,1
2930,2124,10422,3,0,0.359,0.6095,True,False,1
2931,929,4446,4,0,0.3589,0.3943,True,False,1
2932,4303,21412,3,0,0.3589,0.3941,True,False,1
2933,3284,16092,4,0,0.3588,1.0313,True,False,1
2934,2326,11574,3,0,0.3586,0.394,True,False,1
2935,4054,20117,4,0,0.3584,0.394,True,False,1
2936,3655,17967,4,0,0.3583,0.3922,True,False,1
2937,3013,14735,4,0,0.3578,1.2298,True,False,1
2938,4147,20603,4,0,0.3576,1.2202,True,False,1
2939,5571,27729,4,0,0.357,0.4044,True,False,1
2940,889,4267,3,0,0.3559,0.4159,True,False,1
2941,3273,16048,3,0,0.355,0.3978,True,False,1
2942,3446,16890,4,0,0.355,0.8665,True,False,1
2943,4134,20558,3,0,0.3547,0.3913,True,False,1
2944,3275,16057,3,0,0.3544,0.3982,True,False,1
2945,3925,19462,3,0,0.3544,1.2359,True,False,1
2946,4062,20152,3,0,0.3511,0.4007,True,False,1
2947,2531,12534,4,0,0.3507,1.1497,True,False,1
2948,4661,23167,3,0,0.3503,1.6626,True,False,1
2949,3931,19488,3,0,0.3502,1.8176,True,False,1
2950,5334,26582,3,0,0.3498,1.2388,True,False,1
2951,5335,26584,3,0,0.3495,1.1676,True,False,1
2952,2005,9820,4,0,0.3494,1.6551,True,False,1
2953,5336,26585,3,0,0.3486,1.1159,True,False,1
2954,2172,10745,4,0,0.3482,1.5297,True,False,1
2955,5255,26178,3,0,0.347,1.0337,True,False,1
2956,3533,17337,4,0,0.3469,0.4655,True,False,1
2957,144,727,4,0,0.3468,0.3514,True,False,1
2958,2533,12541,4,0,0.3468,1.0743,True,False,1
2959,4219,20965,4,0,0.3468,1.1846,True,False,1
2960,145,735,3,0,0.3467,0.351,True,False,1
2961,1110,5365,4,0,0.3464,0.453,True,False,1
2962,3692,18205,3,0,0.3464,0.4745,True,False,1
2963,6136,30612,4,0,0.3463,1.6539,True,False,1
2964,6236,31099,4,0,0.3463,1.9795,True,False,1
2965,971,4668,4,0,0.3462,0.6128,True,False,1
2966,148,740,3,0,0.3457,0.3675,True,False,1
2967,2767,13640,4,0,0.3456,1.0532,True,False,1
2968,4924,24550,3,0,0.3446,0.7616,True,False,1
2969,2227,11069,4,0,0.3445,0.838,True,False,1
2970,2004,9820,3,0,0.3443,0.8001,True,False,1
2971,3966,19640,4,0,0.3433,2.1487,True,False,1
2972,957,4603,4,0,0.3431,0.3571,True,False,1
2973,3514,17265,4,0,0.343,1.1676,True,False,1
2974,3074,15033,3,0,0.3429,0.3836,True,False,1
2975,1112,5371,4,0,0.3425,0.4202,True,False,1
2976,3415,16719,3,0,0.3424,0.3826,True,False,1
2977,789,3834,4,0,0.3423,0.3776,True,False,1
2978,147,739,3,0,0.3421,0.3438,True,False,1
2979,2915,14291,4,0,0.3421,1.0349,True,False,1
2980,2665,13080,4,0,0.3417,0.4684,True,False,1
2981,2265,11245,3,0,0.3416,3.685,True,False,1
2982,2257,11194,4,0,0.3414,3.1259,True,False,1
2983,1315,6419,4,0,0.3412,0.3842,True,False,1
2984,4195,20872,3,0,0.341,1.2688,True,False,1
2985,146,736,4,0,0.3399,0.3455,True,False,1
2986,435,2084,3,0,0.3396,0.3758,True,False,1
2987,438,2093,3,0,0.3382,0.3749,True,False,1
2988,959,4608,4,0,0.3369,0.3772,True,False,1
2989,2985,14567,4,0,0.3332,0.3848,True,False,1
2990,4317,21477,4,0,0.3316,1.7324,True,False,1
2991,587,2841,3,0,0.3315,0.3799,True,False,1
2992,4338,21606,3,0,0.3305,1.0553,True,False,1
2993,368,1806,3,0,0.33,0.3683,True,False,1
2994,588,2842,4,0,0.329,0.37,True,False,1
2995,2873,14108,3,0,0.3289,0.361,True,False,1
2996,1750,8493,3,0,0.3286,0.4089,True,False,1
2997,2744,13486,4,0,0.3284,0.3692,True,False,1
2998,2266,11248,4,0,0.3276,3.0823,True,False,1
2999,585,2837,4,0,0.3275,0.3603,True,False,1
3000,4559,22644,4,0,0.3275,1.1162,True,False,1
3001,6419,32108,3,0,0.3259,2.1268,True,False,1
3002,3474,17064,4,0,0.3258,0.6973,True,False,1
3003,4557,22643,4,0,0.3258,1.1377,True,False,1
3004,3369,16473,4,0,0.3255,0.4716,True,False,1
3005,2485,12340,4,0,0.3252,0.7935,True,False,1
3006,2137,10519,4,0,0.3243,0.391,True,False,1
3007,3684,18139,4,0,0.324,1.1436,True,False,1
3008,3549,17427,3,0,0.3239,0.4342,True,False,1
3009,4252,21145,3,0,0.3236,1.1519,True,False,1
3010,2967,14489,4,0,0.3227,0.3639,True,False,1
3011,2968,14493,3,0,0.3222,0.3592,True,False,1
3012,234,1177,4,0,0.3217,0.3098,True,False,1
3013,925,4428,3,0,0.3183,0.3541,True,False,1
3014,1387,6738,3,0,0.315,0.3618,True,False,1
3015,1069,5210,4,0,0.3144,0.302,True,False,1
3016,1374,6660,4,0,0.3139,0.3447,True,False,1
3017,1797,8735,3,0,0.3136,0.4064,True,False,1
3018,2583,12773,4,0,0.3112,0.3494,True,False,1
3019,237,1199,4,0,0.3107,0.3128,True,False,1
3020,988,4742,4,0,0.3106,0.3501,True,False,1
3021,236,1189,3,0,0.3095,0.31,True,False,1
3022,1051,5134,4,0,0.3086,0.344,True,False,1
3023,2127,10445,4,0,0.3065,0.3994,True,False,1
3024,586,2838,3,0,0.3064,0.3419,True,False,1
3025,1746,8476,4,0,0.3064,0.6291,True,False,1
3026,771,3735,4,0,0.3061,0.3443,True,False,1
3027,2726,13363,3,0,0.3061,0.3419,True,False,1
3028,363,1786,4,0,0.3053,0.3404,True,False,1
3029,1145,5532,4,0,0.3045,0.3402,True,False,1
3030,233,1175,4,0,0.3044,0.3091,True,False,1
3031,2727,13366,4,0,0.3042,0.3528,True,False,1
3032,1154,5588,4,0,0.3035,0.3418,True,False,1
3033,235,1187,4,0,0.3034,0.3118,True,False,1
3034,2128,10451,4,0,0.3025,0.3909,True,False,1
3035,713,3462,3,0,0.3019,0.3174,True,False,1
3036,804,3942,4,0,0.3015,0.3333,True,False,1
3037,2088,10185,3,0,0.3015,1.0182,True,False,1
3038,1567,7600,4,0,0.3014,0.377,True,False,1
3039,2122,10393,4,0,0.3012,0.3967,True,False,1
3040,2126,10439,4,0,0.3009,0.3987,True,False,1
3041,2135,10515,4,0,0.2999,0.3922,True,False,1
3042,1064,5193,3,0,0.2998,0.3378,True,False,1
3043,2123,10398,4,0,0.2998,0.3927,True,False,1
3044,2134,10512,4,0,0.2992,0.3931,True,False,1
3045,4858,24156,4,0,0.2985,1.6083,True,False,1
3046,2132,10467,4,0,0.2983,0.3876,True,False,1
3047,2125,10426,4,0,0.2976,0.3894,True,False,1
3048,1977,9660,3,0,0.297,0.4802,True,False,1
3049,2509,12433,4,0,0.2969,0.898,True,False,1
3050,584,2835,3,0,0.2958,0.3363,True,False,1
3051,4043,20041,3,0,0.2953,0.7934,True,False,1
3052,357,1752,4,0,0.2952,0.3282,True,False,1
3053,5121,25509,4,0,0.2909,1.0053,True,False,1
3054,2010,9835,4,0,0.2905,1.9581,True,False,1
3055,4637,23055,4,0,0.2905,1.0222,True,False,1
3056,5478,27261,4,0,0.2885,1.2103,True,False,1
3057,2586,12783,4,0,0.2884,0.3288,True,False,1
3058,1887,9220,3,0,0.2881,0.3255,True,False,1
3059,2818,13881,3,0,0.288,0.9198,True,False,1
3060,4794,23796,4,0,0.2875,0.9957,True,False,1
3061,6172,30831,4,0,0.2873,0.3752,True,False,1
3062,4426,21999,4,0,0.2872,1.1326,True,False,1
3063,5339,26595,4,0,0.2872,0.9683,True,False,1
3064,2644,12995,4,0,0.2868,0.356,True,False,1
3065,4638,23062,4,0,0.2867,1.2107,True,False,1
3066,5120,25508,4,0,0.2867,0.9924,True,False,1
3067,5329,26566,4,0,0.2867,2.0252,True,False,1
3068,5232,26074,4,0,0.2865,1.0124,True,False,1
3069,5240,26118,4,0,0.2864,1.0534,True,False,1
3070,358,1755,3,0,0.2863,0.3207,True,False,1
3071,5327,26562,4,0,0.2862,1.0744,True,False,1
3072,1103,5324,3,0,0.2858,0.3279,True,False,1
3073,1032,5036,4,0,0.2857,0.326,True,False,1
3074,5343,26603,4,0,0.2857,0.9702,True,False,1
3075,2011,9837,3,0,0.2855,1.2107,True,False,1
3076,5248,26142,4,0,0.2855,2.0763,True,False,1
3077,714,3463,3,0,0.2853,0.3214,True,False,1
3078,5342,26601,4,0,0.2853,1.0487,True,False,1
3079,4111,20410,3,0,0.2848,1.036,True,False,1
3080,1285,6283,3,0,0.2847,0.3344,True,False,1
3081,5230,26056,4,0,0.2847,0.973,True,False,1
3082,715,3464,3,0,0.2844,0.3203,True,False,1
3083,5239,26110,4,0,0.2844,0.9744,True,False,1
3084,4827,23994,4,0,0.2843,0.9443,True,False,1
3085,4743,23536,4,0,0.2842,1.1957,True,False,1
3086,5117,25492,4,0,0.2841,1.0266,True,False,1
3087,700,3413,4,0,0.284,0.3239,True,False,1
3088,3600,17710,3,0,0.284,1.2058,True,False,1
3089,5229,26055,4,0,0.284,0.8693,True,False,1
3090,370,1811,4,0,0.2838,0.319,True,False,1
3091,667,3247,4,0,0.2837,0.3162,True,False,1
3092,4792,23792,4,0,0.2837,1.1319,True,False,1
3093,680,3305,4,0,0.2836,0.3175,True,False,1
3094,4427,22002,4,0,0.2835,0.9757,True,False,1
3095,5345,26615,4,0,0.2835,1.0,True,False,1
3096,676,3279,4,0,0.2834,0.3167,True,False,1
3097,5243,26134,4,0,0.2834,0.699,True,False,1
3098,5231,26061,4,0,0.2833,1.0801,True,False,1
3099,5247,26141,4,0,0.2833,1.0288,True,False,1
3100,5119,25501,4,0,0.2832,1.2221,True,False,1
3101,5241,26120,4,0,0.2832,1.0637,True,False,1
3102,683,3319,3,0,0.2831,0.3204,True,False,1
3103,2894,14189,4,0,0.2831,0.3752,True,False,1
3104,4762,23638,4,0,0.2831,1.1996,True,False,1
3105,5116,25486,4,0,0.2831,0.6895,True,False,1
3106,4741,23521,4,0,0.283,1.2079,True,False,1
3107,814,3979,4,0,0.2829,0.4032,True,False,1
3108,1284,6279,4,0,0.2828,0.3149,True,False,1
3109,4754,23597,4,0,0.2828,1.2161,True,False,1
3110,5118,25496,4,0,0.2828,1.0784,True,False,1
3111,5252,26157,4,0,0.2828,0.9275,True,False,1
3112,5326,26554,4,0,0.2827,1.0835,True,False,1
3113,4749,23551,4,0,0.2826,1.487,True,False,1
3114,5246,26138,4,0,0.2826,1.0467,True,False,1
3115,1219,5913,4,0,0.2824,0.3911,True,False,1
3116,4470,22238,3,0,0.2823,1.062,True,False,1
3117,2166,10700,4,0,0.2822,1.3146,True,False,1
3118,2190,10857,3,0,0.2822,0.305,True,False,1
3119,2857,14049,3,0,0.2821,0.3427,True,False,1
3120,1850,9007,3,0,0.282,2.7235,True,False,1
3121,4800,23818,4,0,0.282,1.1961,True,False,1
3122,1675,8193,3,0,0.2819,0.3549,True,False,1
3123,4747,23544,4,0,0.2819,1.1822,True,False,1
3124,4196,20872,4,0,0.2818,1.1692,True,False,1
3125,371,1818,4,0,0.2816,0.3185,True,False,1
3126,4204,20895,4,0,0.2815,1.0575,True,False,1
3127,4797,23813,4,0,0.2815,1.0939,True,False,1
3128,970,4668,3,0,0.2814,0.518,True,False,1
3129,817,3983,4,0,0.2813,0.3456,True,False,1
3130,4803,23858,4,0,0.2812,1.2512,True,False,1
3131,5330,26567,4,0,0.2812,1.0421,True,False,1
3132,1086,5279,3,0,0.2811,0.3155,True,False,1
3133,5115,25480,4,0,0.2811,1.0018,True,False,1
3134,1058,5154,4,0,0.281,0.3202,True,False,1
3135,666,3247,3,0,0.2809,0.3222,True,False,1
3136,1907,9306,3,0,0.2809,0.3006,True,False,1
3137,3686,18152,3,0,0.2809,1.1078,True,False,1
3138,674,3271,3,0,0.2808,0.3203,True,False,1
3139,5249,26144,4,0,0.2808,1.1092,True,False,1
3140,697,3399,4,0,0.2806,0.3169,True,False,1
3141,719,3486,3,0,0.2806,0.3137,True,False,1
3142,4757,23609,4,0,0.2806,1.1978,True,False,1
3143,4763,23642,4,0,0.2806,1.1931,True,False,1
3144,5113,25467,4,0,0.2804,1.0536,True,False,1
3145,4753,23593,4,0,0.2803,1.0762,True,False,1
3146,679,3297,4,0,0.2802,0.312,True,False,1
3147,3683,18135,4,0,0.2802,1.1182,True,False,1
3148,4745,23538,4,0,0.2802,1.1911,True,False,1
3149,711,3458,4,0,0.2801,0.3147,True,False,1
3150,4758,23620,4,0,0.28,1.0866,True,False,1
3151,2617,12890,4,0,0.2799,0.8961,True,False,1
3152,677,3281,4,0,0.2795,0.3186,True,False,1
3153,712,3460,3,0,0.2794,0.3156,True,False,1
3154,4731,23478,3,0,0.2794,2.2025,True,False,1
3155,372,1820,4,0,0.2792,0.3173,True,False,1
3156,4193,20865,4,0,0.2792,1.1383,True,False,1
3157,3378,16510,4,0,0.279,0.6439,True,False,1
3158,913,4387,4,0,0.2789,0.3196,True,False,1
3159,4742,23522,4,0,0.2787,1.1866,True,False,1
3160,4201,20891,4,0,0.2786,1.0516,True,False,1
3161,4752,23579,4,0,0.2785,1.185,True,False,1
3162,2642,12987,4,0,0.2784,4.1468,True,False,1
3163,4735,23504,3,0,0.2784,1.9101,True,False,1
3164,4205,20902,4,0,0.2783,1.0986,True,False,1
3165,4801,23837,4,0,0.2783,1.5927,True,False,1
3166,678,3288,3,0,0.2782,0.3141,True,False,1
3167,4206,20905,4,0,0.2782,1.0463,True,False,1
3168,4761,23635,4,0,0.2782,1.1745,True,False,1
3169,4197,20874,4,0,0.2781,1.3454,True,False,1
3170,4203,20894,4,0,0.278,1.0394,True,False,1
3171,4199,20888,4,0,0.2779,1.0239,True,False,1
3172,4793,23795,4,0,0.2774,1.1228,True,False,1
3173,4114,20425,3,0,0.2769,1.2611,True,False,1
3174,4859,24173,3,0,0.2768,1.3506,True,False,1
3175,911,4380,4,0,0.2763,0.353,True,False,1
3176,4112,20421,4,0,0.276,1.2577,True,False,1
3177,4861,24203,3,0,0.2759,1.2722,True,False,1
3178,3599,17708,3,0,0.2758,1.1387,True,False,1
3179,4857,24149,3,0,0.2748,1.3007,True,False,1
3180,4181,20781,4,0,0.2733,1.5705,True,False,1
3181,1386,6737,3,0,0.2731,0.2979,True,False,1
3182,4110,20406,3,0,0.2725,1.0482,True,False,1
3183,4188,20820,4,0,0.2722,0.7015,True,False,1
3184,3835,18964,3,0,0.2714,0.3175,True,False,1
3185,4860,24187,3,0,0.2711,1.15,True,False,1
3186,864,4190,4,0,0.2708,0.3061,True,False,1
3187,4605,22885,3,0,0.2708,2.8779,True,False,1
3188,1454,7082,3,0,0.2706,0.3509,True,False,1
3189,4734,23496,3,0,0.2706,1.7141,True,False,1
3190,4724,23452,3,0,0.2703,2.534,True,False,1
3191,4750,23552,3,0,0.2703,1.1677,True,False,1
3192,4611,22929,4,0,0.2702,1.1367,True,False,1
3193,4697,23326,3,0,0.2701,1.7605,True,False,1
3194,6126,30545,3,0,0.2701,1.0634,True,False,1
3195,4953,24703,4,0,0.27,1.1423,True,False,1
3196,4715,23400,3,0,0.2695,1.683,True,False,1
3197,4337,21600,4,0,0.2694,1.0107,True,False,1
3198,4799,23817,3,0,0.2694,1.1962,True,False,1
3199,4606,22899,4,0,0.269,1.106,True,False,1
3200,4113,20422,4,0,0.2689,1.2913,True,False,1
3201,770,3735,3,0,0.2687,0.3108,True,False,1
3202,4558,22644,3,0,0.2687,1.0905,True,False,1
3203,4612,22930,4,0,0.2684,1.1536,True,False,1
3204,4609,22913,4,0,0.2683,1.1329,True,False,1
3205,1883,9201,4,0,0.2682,0.2986,True,False,1
3206,4560,22646,3,0,0.2682,1.2929,True,False,1
3207,4718,23424,3,0,0.2682,1.7351,True,False,1
3208,4795,23808,3,0,0.2682,1.1028,True,False,1
3209,5416,26964,4,0,0.2681,0.3059,True,False,1
3210,4187,20818,4,0,0.268,0.6776,True,False,1
3211,3612,17770,3,0,0.2679,0.6805,True,False,1
3212,4733,23487,3,0,0.2679,1.1215,True,False,1
3213,38,156,3,0,0.2678,0.2575,True,False,1
3214,4184,20790,4,0,0.2675,2.0106,True,False,1
3215,4562,22655,3,0,0.2675,1.08,True,False,1
3216,4561,22650,3,0,0.2674,1.1078,True,False,1
3217,4705,23356,3,0,0.2671,2.377,True,False,1
3218,4746,23540,3,0,0.2671,1.1781,True,False,1
3219,4474,22262,3,0,0.267,2.3379,True,False,1
3220,4744,23537,3,0,0.267,1.4531,True,False,1
3221,4736,23505,4,0,0.2669,1.6778,True,False,1
3222,4183,20786,4,0,0.2668,1.4496,True,False,1
3223,4713,23394,4,0,0.2667,1.0054,True,False,1
3224,4721,23443,4,0,0.2667,1.1139,True,False,1
3225,3766,18624,4,0,0.2666,0.3091,True,False,1
3226,4723,23449,4,0,0.2666,2.5261,True,False,1
3227,1884,9202,3,0,0.2665,0.3209,True,False,1
3228,4182,20785,4,0,0.2665,1.3797,True,False,1
3229,4756,23607,3,0,0.2665,1.1702,True,False,1
3230,4616,22933,4,0,0.2664,1.4219,True,False,1
3231,4695,23321,4,0,0.2664,1.1407,True,False,1
3232,4701,23337,3,0,0.2664,2.4156,True,False,1
3233,4696,23323,4,0,0.2663,1.1008,True,False,1
3234,317,1550,3,0,0.2662,0.3064,True,False,1
3235,3834,18962,3,0,0.2661,0.302,True,False,1
3236,4716,23406,3,0,0.2661,2.4127,True,False,1
3237,4729,23469,3,0,0.2661,1.1364,True,False,1
3238,4751,23573,3,0,0.2661,1.1812,True,False,1
3239,4720,23440,3,0,0.266,1.1368,True,False,1
3240,4722,23445,4,0,0.266,1.1265,True,False,1
3241,4732,23481,3,0,0.266,1.6683,True,False,1
3242,4728,23461,3,0,0.2658,1.6825,True,False,1
3243,4699,23334,3,0,0.2657,1.9605,True,False,1
3244,5152,25648,4,0,0.2652,0.3148,True,False,1
3245,1687,8239,4,0,0.265,0.0373,True,True,1
3246,4707,23380,3,0,0.2647,1.903,True,False,1
3247,4730,23470,3,0,0.2645,1.7965,True,False,1
3248,1607,7812,4,0,0.2644,0.3223,True,False,1
3249,3688,18166,4,0,0.2643,1.1054,True,False,1
3250,582,2828,3,0,0.2642,0.2999,True,False,1
3251,4185,20800,4,0,0.2642,1.2108,True,False,1
3252,4615,22933,3,0,0.2642,1.1144,True,False,1
3253,4755,23605,3,0,0.2642,1.1635,True,False,1
3254,2273,11315,4,0,0.2641,0.2983,True,False,1
3255,928,4438,3,0,0.2639,0.2991,True,False,1
3256,2334,11619,3,0,0.2638,0.303,True,False,1
3257,4045,20053,3,0,0.2636,0.7566,True,False,1
3258,4472,22241,3,0,0.2636,1.0977,True,False,1
3259,4613,22931,3,0,0.2636,1.1162,True,False,1
3260,4711,23391,3,0,0.2635,1.102,True,False,1
3261,4617,22945,3,0,0.2634,1.0955,True,False,1
3262,4802,23854,3,0,0.2633,1.2079,True,False,1
3263,4614,22932,3,0,0.263,1.1066,True,False,1
3264,4760,23635,3,0,0.263,1.1848,True,False,1
3265,2440,12161,3,0,0.2629,0.3003,True,False,1
3266,3162,15436,3,0,0.2623,0.3165,True,False,1
3267,4796,23811,3,0,0.2623,1.368,True,False,1
3268,5038,25069,3,0,0.2623,0.8183,True,False,1
3269,1686,8233,4,0,0.2621,0.0374,True,True,1
3270,1685,8225,4,0,0.2619,0.0376,True,True,1
3271,2847,14005,3,0,0.2618,1.2335,True,False,1
3272,4939,24635,3,0,0.2617,0.2955,True,False,1
3273,3871,19149,3,0,0.2616,1.406,True,False,1
3274,4190,20844,4,0,0.2614,0.999,True,False,1
3275,2303,11461,3,0,0.2613,1.5416,True,False,1
3276,5272,26272,4,0,0.2613,0.3041,True,False,1
3277,4703,23346,4,0,0.2611,1.0633,True,False,1
3278,5050,25099,4,0,0.261,0.3045,True,False,1
3279,3064,14995,4,0,0.2609,0.3077,True,False,1
3280,3574,17570,4,0,0.2606,0.306,True,False,1
3281,4267,21234,3,0,0.2605,1.446,True,False,1
3282,2576,12735,4,0,0.2604,0.312,True,False,1
3283,1677,8197,4,0,0.2599,0.2862,True,False,1
3284,3550,17439,3,0,0.2596,0.5,True,False,1
3285,4710,23385,4,0,0.2594,2.3578,True,False,1
