fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,ai_less_backtracks,ai_error,time_s,classic_time_s
457,4648,4,True,1,True,1,21,0.0319,0.0647,0.0,0.6258,1,0,True,1,0,21,,,1.1383,0.4083
458,4649,3,False,1,False,1,43,0.0549,0.0703,0.0,1.3429,0,0,False,2,319,706,,strict no-fallback: direct AI assignment did not detect fault,21.485,20.0087
459,4649,4,False,1,False,1,40,0.0412,0.0661,0.0,1.2511,0,0,False,2,315,698,,strict no-fallback: direct AI assignment did not detect fault,21.4279,20.0618
460,4650,3,True,1,True,1,22,0.0221,0.0661,0.0,0.6696,1,0,True,1,0,23,,,1.2214,0.4559
461,4650,4,True,1,True,1,22,0.0214,0.0651,0.0,0.6672,1,0,True,1,0,23,,,1.2081,0.4468
462,4651,3,False,1,False,1,12,0.0259,0.0667,0.0,0.3514,0,0,True,1,0,28,,strict no-fallback: direct AI assignment did not detect fault,1.0171,0.5653
463,4651,4,True,1,True,1,21,0.0246,0.0663,0.0,0.6388,1,0,True,1,2,32,,,1.4189,0.6814
464,4664,3,True,1,True,1,26,0.0235,0.066,0.0,0.7841,1,0,True,1,0,28,,,1.4442,0.5625
465,4664,4,True,1,True,1,20,0.0217,0.0659,0.0,0.5114,1,0,True,1,0,21,,,1.0207,0.4139
466,4665,3,True,1,True,1,14,0.0229,0.0641,0.0,0.411,1,0,True,1,0,16,,,0.8269,0.3212
467,4665,4,True,1,True,1,13,0.0237,0.0658,0.0,0.2877,1,0,True,1,0,14,,,0.6747,0.2896
468,4666,3,False,1,False,1,24,0.0249,0.066,0.0,0.7295,0,0,True,1,62,152,,strict no-fallback: direct AI assignment did not detect fault,5.0596,4.2314
469,4666,4,False,1,False,1,20,0.0441,0.066,0.0,0.5092,0,0,True,1,0,19,,strict no-fallback: direct AI assignment did not detect fault,1.0173,0.3897
470,4667,3,True,1,True,1,22,0.2486,0.0326,0.0,0.5781,1,0,True,1,0,29,,,1.4527,0.5855
471,4667,4,True,1,True,1,23,0.2277,0.033,0.0,0.6109,1,0,True,1,0,24,,,1.3604,0.4809
472,4668,3,True,1,True,1,13,0.2219,0.0327,0.0,0.2862,1,0,True,1,0,14,,,0.8337,0.285
473,4668,4,True,1,True,1,13,0.2457,0.0357,0.0,0.2881,1,0,True,1,0,17,,,0.9195,0.3421
474,4669,3,False,1,False,1,21,0.3486,0.0333,0.0,0.5449,0,0,True,1,330,679,,strict no-fallback: direct AI assignment did not detect fault,20.7666,19.8319
