fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,ai_less_backtracks,ai_error,time_s,classic_time_s,source_csv
230,5385,3,True,1,False,1,14,0.018,0.0662,0.0001,1.2182,1,0,,,,,,,1.3103,,per_fault.csv
231,5386,3,True,1,True,1,21,0.3446,0.064,0.0,0.5839,1,0,,,,,,,0.9985,,per_fault.csv
232,5387,3,True,1,True,1,24,0.0288,0.0641,0.0,0.7545,1,0,,,,,,,0.8534,,per_fault.csv
233,5390,4,True,1,True,1,15,0.0729,0.0652,0.0,0.3524,1,0,,,,,,,0.497,,per_fault.csv
234,5393,3,True,1,True,1,31,0.0609,0.0668,0.0,0.8686,1,0,,,,,,,1.0025,,per_fault.csv
235,5394,4,False,1,False,1,28,0.062,0.0638,0.0014,5.7667,2,66,,,,,,,5.9018,,per_fault.csv
236,5396,4,False,1,False,1,74,0.0802,0.0635,0.0002,7.2974,2,62,,,,,,,7.4495,,per_fault.csv
237,5398,4,False,1,False,1,71,0.0713,0.064,0.0002,7.1573,2,62,,,,,,,7.3005,,per_fault.csv
238,5412,4,True,1,True,1,13,0.2819,0.0325,0.0,0.3956,1,0,,,,,,,0.7161,,per_fault.csv
239,5414,4,True,1,False,1,12,0.2777,0.0332,0.28,0.8455,1,3,,,,,,,1.4445,,per_fault.csv
240,5415,3,False,1,False,1,37,0.1664,0.0638,0.0082,6.096,2,74,,,,,,,6.3424,,per_fault.csv
241,5415,4,False,1,False,1,73,0.1802,0.0642,0.176,7.2362,2,58,,,,,,,7.6646,,per_fault.csv
242,5418,3,True,1,False,1,16,0.024,0.0647,0.0001,1.2916,1,0,,,,,,,1.3882,,per_fault.csv
243,5419,3,True,1,True,1,37,0.0241,0.0654,0.0,1.192,1,0,,,,,,,1.2877,,per_fault.csv
244,5425,4,False,1,False,1,41,0.0572,0.0639,0.0002,6.1713,2,68,,,,,,,6.3004,,per_fault.csv
245,5427,3,True,1,True,1,21,0.0465,0.0657,0.0,0.5652,1,0,,,,,,,0.6834,,per_fault.csv
246,5430,4,True,1,True,1,30,0.0283,0.0652,0.0,0.9438,1,0,,,,,,,1.0433,,per_fault.csv
247,5436,3,True,1,False,1,35,0.0749,0.064,0.0002,1.4292,1,0,,,,,,,1.5765,,per_fault.csv
248,5436,4,False,1,False,1,44,0.0862,0.0655,0.0003,6.3576,2,70,,,,,,,6.5176,,per_fault.csv
249,5442,3,True,1,True,1,2,0.0108,0.0324,0.0,0.0,1,0,,,,,,,0.0452,,per_fault.csv
250,5454,3,True,1,True,1,2,0.0059,0.0337,0.0,0.0,1,0,,,,,,,0.0415,,per_fault.csv
251,5455,3,True,1,True,1,2,0.0056,0.0327,0.0,0.0,1,0,,,,,,,0.0402,,per_fault.csv
252,5459,3,True,1,True,1,2,0.0059,0.0318,0.0,0.0,1,0,,,,,,,0.0395,,per_fault.csv
253,5460,3,True,1,True,1,21,0.0173,0.0645,0.0,0.6098,1,0,,,,,,,0.6978,,per_fault.csv
254,5471,3,True,1,True,1,10,0.0183,0.0637,0.0,0.2404,1,0,,,,,,,0.3285,,per_fault.csv
255,5473,4,True,1,True,1,26,0.0421,0.0636,0.0,0.7368,1,0,,,,,,,0.8485,,per_fault.csv
256,5474,3,True,1,True,1,4,0.0069,0.0639,0.0,0.126,1,0,,,,,,,0.2027,,per_fault.csv
257,5477,3,True,1,True,1,9,0.0128,0.064,0.0,0.2852,1,0,,,,,,,0.3679,,per_fault.csv
258,5492,4,True,1,False,1,21,0.0587,0.0657,0.0003,1.6571,1,11,,,,,,,1.7896,,per_fault.csv
259,5497,3,False,1,False,1,88,0.0277,0.0644,0.0001,7.7761,2,57,,,,,,,7.8762,,per_fault.csv
260,5497,4,True,1,True,1,21,0.0582,0.0655,0.0,0.5297,1,0,,,,,,,0.6593,,per_fault.csv
261,5500,3,False,1,False,1,28,0.0433,0.0632,0.0002,5.7825,2,77,,,,,,,5.8969,,per_fault.csv
262,5500,4,False,1,False,1,77,0.0209,0.0633,0.0001,7.4344,2,60,,,,,,,7.5264,,per_fault.csv
263,5501,3,False,1,False,1,27,0.0468,0.0633,0.0002,5.8457,2,82,,,,,,,5.9639,,per_fault.csv
264,5502,3,False,1,False,1,27,0.0468,0.0645,0.036,5.7774,2,77,,,,,,,5.9327,,per_fault.csv
265,5522,3,True,1,True,1,19,0.0427,0.064,0.0,0.5614,1,0,,,,,,,0.6741,,per_fault.csv
266,5528,4,True,1,True,1,22,0.0124,0.0621,0.0,0.6191,1,0,,,,,,,0.6994,,per_fault.csv
267,5537,4,True,1,False,1,20,0.0595,0.063,0.0005,1.6467,1,11,,,,,,,1.7788,,per_fault.csv
268,5538,3,True,1,False,1,32,0.0229,0.0632,0.0001,2.414,1,6,,,,,,,2.5082,,per_fault.csv
269,5539,4,True,1,True,1,20,0.061,0.0654,0.0,0.5003,1,0,,,,,,,0.6327,,per_fault.csv
270,5540,3,False,1,False,1,72,0.0231,0.0641,0.0001,7.2907,2,61,,,,,,,7.3857,,per_fault.csv
271,5541,3,False,1,False,1,72,0.023,0.0641,0.0001,7.2673,2,61,,,,,,,7.3625,,per_fault.csv
272,5541,4,True,1,True,1,20,0.0674,0.0637,0.0,0.5051,1,0,,,,,,,0.6422,,per_fault.csv
273,5543,4,True,1,True,1,20,0.0603,0.0637,0.0,0.5008,1,0,,,,,,,0.6307,,per_fault.csv
274,5555,3,False,1,False,1,72,0.0218,0.0629,0.0001,7.2433,2,61,,,,,,,7.3357,,per_fault.csv
275,5555,4,True,1,False,1,21,0.061,0.0648,0.0003,1.644,1,11,,,,,,,1.778,,per_fault.csv
276,5556,4,True,1,False,1,21,0.0602,0.0639,0.0003,1.6515,1,11,,,,,,,1.7838,,per_fault.csv
277,5558,3,False,1,False,1,72,0.0222,0.0652,0.0001,7.3378,2,61,,,,,,,7.4334,,per_fault.csv
278,5559,4,True,1,True,1,20,0.063,0.0638,0.0,0.4922,1,0,,,,,,,0.6251,,per_fault.csv
279,5560,4,True,1,True,1,20,0.0591,0.0657,0.0,0.4918,1,0,,,,,,,0.6227,,per_fault.csv
280,5566,3,True,1,True,1,21,0.0911,0.0636,0.0,0.5574,1,0,,,,,,,0.7181,,per_fault.csv
281,5568,3,True,1,True,1,20,0.0722,0.0645,0.0,0.5255,1,0,,,,,,,0.6682,,per_fault.csv
282,5568,4,True,1,True,1,27,0.0287,0.0646,0.0,0.8505,1,0,,,,,,,0.9498,,per_fault.csv
283,5569,3,True,1,True,1,19,0.1077,0.0642,0.0,0.5293,1,0,,,,,,,0.7071,,per_fault.csv
284,5583,3,False,1,False,1,27,0.0382,0.0646,0.0002,5.7668,2,77,,,,,,,5.8776,,per_fault.csv
285,5592,3,False,1,False,1,72,0.0508,0.0649,0.0001,7.3624,2,59,,,,,,,7.4861,,per_fault.csv
286,5595,3,False,1,False,1,72,0.0381,0.0652,0.0001,7.2646,2,61,,,,,,,7.3759,,per_fault.csv
287,5595,4,True,1,True,1,20,0.1131,0.065,0.0,0.5044,1,0,,,,,,,0.6884,,per_fault.csv
288,5597,3,True,1,True,1,33,0.0384,0.0644,0.0,1.0432,1,0,,,,,,,1.1521,,per_fault.csv
289,5599,3,True,1,False,1,33,0.0382,0.0669,0.0194,2.3812,1,10,,,,,,,2.5136,,per_fault.csv
290,5600,4,True,1,False,1,20,0.0591,0.0639,0.0003,1.5951,1,11,,,,,,,1.7263,,per_fault.csv
291,5602,4,True,1,True,1,20,0.0595,0.0636,0.0,0.4909,1,0,,,,,,,0.6199,,per_fault.csv
292,5605,3,True,1,True,1,48,0.0225,0.0642,0.0,1.5004,1,0,,,,,,,1.5929,,per_fault.csv
293,5606,3,False,1,False,1,88,0.0224,0.0649,0.0001,7.7948,2,57,,,,,,,7.8902,,per_fault.csv
294,5619,4,True,1,True,1,10,0.0232,0.0639,0.0,0.2704,1,0,,,,,,,0.3632,,per_fault.csv
295,5620,4,True,1,True,1,8,0.0912,0.0652,0.0,0.1888,1,0,,,,,,,0.3511,,per_fault.csv
296,5622,3,True,1,True,1,21,0.0495,0.064,0.0,0.5934,1,0,,,,,,,0.7129,,per_fault.csv
297,5622,4,True,1,False,1,4,0.0645,0.0631,0.0002,0.4505,1,0,,,,,,,0.586,,per_fault.csv
298,5626,3,True,1,False,1,9,0.0498,0.0635,0.0002,0.7766,1,2,,,,,,,0.8978,,per_fault.csv
299,5627,4,True,1,True,1,22,0.0397,0.0636,0.0,0.5911,1,0,,,,,,,0.7003,,per_fault.csv
300,5629,4,True,1,True,1,22,0.0401,0.0646,0.0,0.5885,1,0,,,,,,,0.6989,,per_fault.csv
301,5630,4,True,1,False,1,10,0.0661,0.0641,0.0652,0.7885,1,2,,,,,,,0.9917,,per_fault.csv
302,5632,4,True,1,False,1,10,0.065,0.0633,0.0002,0.8016,1,2,,,,,,,0.9377,,per_fault.csv
303,5634,4,True,1,False,1,4,0.0656,0.0637,0.0002,0.4594,1,0,,,,,,,0.5967,,per_fault.csv
304,5636,3,True,1,True,1,21,0.0499,0.0633,0.0,0.5923,1,0,,,,,,,0.7112,,per_fault.csv
305,5645,3,True,1,True,1,7,0.0422,0.0642,0.0,0.221,1,0,,,,,,,0.3332,,per_fault.csv
306,5671,4,True,1,True,1,22,0.0116,0.0648,0.0,0.6142,1,0,,,,,,,0.6964,,per_fault.csv
307,5718,3,True,1,False,1,2,0.0838,0.0651,0.0178,0.1853,1,0,,,,,,,0.3596,,per_fault.csv
308,5719,3,True,1,True,1,9,0.1804,0.0643,0.0,0.1894,1,0,,,,,,,0.4401,,per_fault.csv
309,5762,3,True,1,False,1,14,0.0107,0.0648,0.0001,0.9753,1,2,,,,,,,1.0584,,per_fault.csv
310,5762,4,True,1,False,1,18,0.0112,0.0644,0.0065,0.9915,1,2,,,,,,,1.0812,,per_fault.csv
311,5766,4,True,1,False,1,17,0.0116,0.0646,0.0001,1.2738,1,4,,,,,,,1.3577,,per_fault.csv
312,5767,3,True,1,False,1,17,0.0162,0.0651,0.0001,1.2684,1,4,,,,,,,1.3574,,per_fault.csv
313,5767,4,True,1,False,1,20,0.0159,0.0645,0.0001,1.338,1,4,,,,,,,1.4262,,per_fault.csv
314,5809,3,True,1,True,1,2,0.0054,0.0321,0.0,0.0,1,0,,,,,,,0.0395,,per_fault.csv
315,5812,3,True,1,True,1,2,0.0054,0.0323,0.0,0.0,1,0,,,,,,,0.0399,,per_fault.csv
316,5813,4,True,1,True,1,2,0.0056,0.032,0.0,0.0,1,0,,,,,,,0.0396,,per_fault.csv
317,5815,4,True,1,True,1,2,0.006,0.0318,0.0,0.0,1,0,,,,,,,0.0398,,per_fault.csv
318,5816,4,True,1,True,1,2,0.0057,0.032,0.0,0.0,1,0,,,,,,,0.0397,,per_fault.csv
319,5819,3,True,1,True,1,2,0.0056,0.0317,0.0,0.0,1,0,,,,,,,0.0392,,per_fault.csv
320,5827,3,True,1,True,1,2,0.0057,0.032,0.0,0.0,1,0,,,,,,,0.0396,,per_fault.csv
321,5828,3,True,1,True,1,2,0.0058,0.032,0.0,0.0,1,0,,,,,,,0.0397,,per_fault.csv
322,5829,3,True,1,True,1,2,0.0059,0.0334,0.0,0.0,1,0,,,,,,,0.0412,,per_fault.csv
323,5833,3,True,1,True,1,2,0.0059,0.0323,0.0,0.0,1,0,,,,,,,0.0401,,per_fault.csv
324,5834,4,True,1,True,1,2,0.0055,0.0327,0.0,0.0,1,0,,,,,,,0.0402,,per_fault.csv
325,5836,3,True,1,True,1,2,0.0056,0.0317,0.0,0.0,1,0,,,,,,,0.0392,,per_fault.csv
326,5837,4,True,1,True,1,2,0.0056,0.0318,0.0,0.0,1,0,,,,,,,0.0394,,per_fault.csv
327,5838,4,True,1,True,1,2,0.0055,0.032,0.0,0.0,1,0,,,,,,,0.0394,,per_fault.csv
328,5886,4,True,1,True,1,2,0.0053,0.0324,0.0,0.0,1,0,,,,,,,0.0396,,per_fault.csv
329,5888,4,True,1,True,1,2,0.0057,0.0322,0.0,0.0,1,0,,,,,,,0.0398,,per_fault.csv
330,5890,4,True,1,True,1,2,0.0057,0.0325,0.0,0.0,1,0,,,,,,,0.0401,,per_fault.csv
331,5909,3,True,1,False,1,5,0.0261,0.065,0.0001,0.5908,1,4,,,,,,,0.6899,,per_fault.csv
332,5910,3,True,1,True,1,8,0.068,0.0645,0.0,0.1858,1,0,,,,,,,0.3244,,per_fault.csv
333,5910,4,True,1,False,1,5,0.0931,0.0636,0.0352,0.2656,1,0,,,,,,,0.4652,,per_fault.csv
334,5914,3,True,1,True,1,41,0.0571,0.0653,0.0,1.1584,1,0,,,,,,,1.2868,,per_fault.csv
335,5915,3,True,1,True,1,17,0.0561,0.0711,0.0,0.4097,1,0,,,,,,,0.5429,,per_fault.csv
336,5916,3,False,1,False,1,156,0.0571,0.064,0.0004,9.7056,2,39,,,,,,,9.835,,per_fault.csv
337,5917,3,True,1,True,1,30,0.0588,0.064,0.0,0.8262,1,0,,,,,,,0.955,,per_fault.csv
338,5918,3,True,1,True,1,25,0.0574,0.0657,0.0,0.6731,1,0,,,,,,,0.8024,,per_fault.csv
339,5922,3,True,1,True,1,41,0.1056,0.0332,0.0,1.1725,1,0,,,,,,,1.317,,per_fault.csv
340,5923,3,True,1,True,1,17,0.1051,0.0321,0.0,0.4142,1,0,,,,,,,0.5572,,per_fault.csv
341,5925,4,True,1,True,1,23,0.0771,0.0644,0.0,0.5993,1,0,,,,,,,0.7468,,per_fault.csv
342,5928,3,False,1,False,1,93,0.066,0.0649,0.0002,7.8534,2,57,,,,,,,7.9926,,per_fault.csv
343,5929,3,False,1,False,1,90,0.0257,0.0616,0.0001,7.7006,2,57,,,,,,,7.7955,,per_fault.csv
344,5933,3,True,1,False,1,20,0.0178,0.0648,0.0001,1.1958,1,0,,,,,,,1.2863,,per_fault.csv
345,5934,3,True,1,False,1,20,0.0173,0.0638,0.0001,1.2096,1,0,,,,,,,1.2983,,per_fault.csv
346,5935,4,True,1,False,1,3,0.0435,0.0646,0.0001,0.6279,1,0,,,,,,,0.744,,per_fault.csv
347,5939,3,False,1,False,1,52,0.0176,0.065,0.0001,6.6164,2,72,,,,,,,6.7068,,per_fault.csv
348,5941,3,False,1,False,1,52,0.0169,0.0671,0.0001,6.627,2,72,,,,,,,6.719,,per_fault.csv
349,5942,3,False,1,False,1,52,0.0168,0.0657,0.0001,6.6261,2,72,,,,,,,6.7167,,per_fault.csv
350,5945,3,False,1,False,1,52,0.0173,0.0641,0.0001,6.6022,2,72,,,,,,,6.6914,,per_fault.csv
351,5947,3,False,1,False,1,50,0.0174,0.0652,0.0001,6.5424,2,63,,,,,,,6.6327,,per_fault.csv
352,5949,3,False,1,False,1,50,0.017,0.065,0.0001,6.5431,2,63,,,,,,,6.6328,,per_fault.csv
353,5950,3,False,1,False,1,50,0.0171,0.0646,0.0001,6.5655,2,63,,,,,,,6.6548,,per_fault.csv
354,5951,3,False,1,False,1,50,0.017,0.0645,0.0079,6.5654,2,63,,,,,,,6.6625,,per_fault.csv
355,5952,4,False,1,False,1,3,0.0429,0.0653,0.0001,5.0417,2,63,,,,,,,5.1578,,per_fault.csv
356,5954,3,False,1,False,1,48,0.0169,0.0639,0.0001,6.5024,2,74,,,,,,,6.5911,,per_fault.csv
357,5955,4,False,1,False,1,47,0.0417,0.0652,0.0002,6.4199,2,0,,,,,,,6.5347,,per_fault.csv
358,5956,3,False,1,False,1,48,0.0172,0.0645,0.0001,6.4857,2,74,,,,,,,6.575,,per_fault.csv
359,5956,4,False,1,False,1,47,0.0421,0.0628,0.0001,6.4062,2,0,,,,,,,6.5187,,per_fault.csv
360,5958,3,False,1,False,1,48,0.0173,0.0654,0.0001,6.5098,2,74,,,,,,,6.6004,,per_fault.csv
361,5963,3,False,1,False,1,46,0.0172,0.0651,0.0001,6.428,2,76,,,,,,,6.5184,,per_fault.csv
362,5964,4,False,1,False,1,45,0.0441,0.0646,0.0001,6.334,2,0,,,,,,,6.4505,,per_fault.csv
363,5965,3,False,1,False,1,46,0.0174,0.0655,0.0001,6.4678,2,76,,,,,,,6.5585,,per_fault.csv
364,5971,4,False,1,False,1,43,0.0422,0.0648,0.0001,6.2622,2,0,,,,,,,6.3773,,per_fault.csv
365,5972,3,False,1,False,1,44,0.0171,0.0658,0.0001,6.3978,2,76,,,,,,,6.4889,,per_fault.csv
366,5977,3,False,1,False,1,44,0.0171,0.0637,0.0001,6.3644,2,76,,,,,,,6.4529,,per_fault.csv
367,5978,3,False,1,False,1,42,0.0166,0.0656,0.0001,6.3131,2,67,,,,,,,6.4031,,per_fault.csv
368,5979,4,False,1,False,1,41,0.0423,0.0624,0.0235,6.2033,2,0,,,,,,,6.3391,,per_fault.csv
369,5986,4,False,1,False,1,40,0.0436,0.0655,0.0001,6.217,2,0,,,,,,,6.3338,,per_fault.csv
370,5988,4,False,1,False,1,40,0.0431,0.0653,0.0001,6.1762,2,0,,,,,,,6.2925,,per_fault.csv
371,5989,3,False,1,False,1,41,0.0177,0.0644,0.0001,6.2781,2,68,,,,,,,6.3679,,per_fault.csv
372,5991,3,False,1,False,1,41,0.0167,0.0642,0.0001,6.2682,2,68,,,,,,,6.3569,,per_fault.csv
373,5991,4,False,1,False,1,3,0.0431,0.0636,0.0002,5.0336,2,68,,,,,,,5.1481,,per_fault.csv
374,5997,3,True,1,False,1,19,0.0762,0.0646,0.0003,1.1346,1,0,,,,,,,1.2834,,per_fault.csv
375,5998,3,True,1,False,1,19,0.0922,0.0647,0.0808,1.1392,1,0,,,,,,,1.3849,,per_fault.csv
376,6000,4,True,1,False,1,20,0.0892,0.0643,0.0003,1.0475,1,0,,,,,,,1.209,,per_fault.csv
377,6003,3,False,1,False,1,51,0.0881,0.0646,0.0003,6.5794,2,72,,,,,,,6.7402,,per_fault.csv
378,6005,4,False,1,False,1,52,0.0898,0.0645,0.0804,6.5362,2,74,,,,,,,6.7788,,per_fault.csv
379,6006,3,False,1,False,1,51,0.0888,0.0649,0.0003,6.5873,2,74,,,,,,,6.7492,,per_fault.csv
380,6006,4,False,1,False,1,52,0.0748,0.065,0.0003,6.4893,2,72,,,,,,,6.6369,,per_fault.csv
381,6011,3,False,1,False,1,49,0.0894,0.0631,0.0003,6.5325,2,63,,,,,,,6.6929,,per_fault.csv
382,6012,4,False,1,False,1,50,0.1016,0.0639,0.0064,6.4522,2,63,,,,,,,6.6317,,per_fault.csv
383,6017,4,False,1,False,1,50,0.1008,0.0645,0.0004,6.4511,2,63,,,,,,,6.6246,,per_fault.csv
384,6024,3,False,1,False,1,47,0.0762,0.0626,0.0003,6.477,2,76,,,,,,,6.6237,,per_fault.csv
385,6031,3,False,1,False,1,45,0.0735,0.0653,0.0662,6.3962,2,76,,,,,,,6.609,,per_fault.csv
386,6033,3,False,1,False,1,45,0.0827,0.0647,0.0003,6.3982,2,76,,,,,,,6.5536,,per_fault.csv
387,6035,3,False,1,False,1,43,0.0859,0.0656,0.0003,6.3649,2,78,,,,,,,6.5244,,per_fault.csv
388,6036,3,False,1,False,1,43,0.0822,0.064,0.0003,6.3564,2,76,,,,,,,6.5106,,per_fault.csv
389,6036,4,False,1,False,1,44,0.1214,0.0656,0.0185,6.2543,2,78,,,,,,,6.4674,,per_fault.csv
390,6037,3,False,1,False,1,43,0.0724,0.0649,0.0003,6.3905,2,78,,,,,,,6.5361,,per_fault.csv
391,6037,4,False,1,False,1,44,0.0873,0.0639,0.0003,6.282,2,78,,,,,,,6.4412,,per_fault.csv
392,6038,3,False,1,False,1,43,0.0876,0.0644,0.0801,6.3644,2,78,,,,,,,6.6043,,per_fault.csv
393,6043,3,False,1,False,1,41,0.087,0.0645,0.0003,6.2965,2,68,,,,,,,6.456,,per_fault.csv
394,6043,4,False,1,False,1,42,0.0775,0.0658,0.0003,6.2137,2,68,,,,,,,6.3652,,per_fault.csv
395,6046,3,False,1,False,1,41,0.089,0.0654,0.0003,6.2973,2,67,,,,,,,6.46,,per_fault.csv
396,6047,4,False,1,False,1,42,0.0883,0.0642,0.0063,6.1974,2,67,,,,,,,6.364,,per_fault.csv
397,6048,3,False,1,False,1,41,0.0751,0.0645,0.0003,6.2905,2,68,,,,,,,6.4381,,per_fault.csv
398,6049,4,False,1,False,1,42,0.103,0.0644,0.0004,6.1878,2,67,,,,,,,6.3634,,per_fault.csv
399,6050,3,False,1,False,1,40,0.1205,0.0648,0.0826,6.258,2,68,,,,,,,6.5338,,per_fault.csv
400,6051,3,False,1,False,1,40,0.0875,0.0644,0.0003,6.2495,2,68,,,,,,,6.4101,,per_fault.csv
401,6054,4,False,1,False,1,41,0.076,0.065,0.0003,6.1545,2,68,,,,,,,6.3035,,per_fault.csv
402,6058,3,True,1,False,1,20,0.0312,0.0651,0.0001,2.4987,1,24,,,,,,,2.6029,,per_fault.csv
403,6059,3,True,1,False,1,25,0.0317,0.0644,0.0319,2.7693,1,24,,,,,,,2.9053,,per_fault.csv
404,6059,4,False,1,False,1,50,0.0312,0.065,0.0001,6.5652,2,72,,,,,,,6.6691,,per_fault.csv
405,6063,3,False,1,False,1,94,0.0414,0.0659,0.0001,7.9433,2,56,,,,,,,8.0583,,per_fault.csv
406,6064,4,True,1,False,1,41,0.0376,0.0643,0.0001,4.6001,1,43,,,,,,,4.7097,,per_fault.csv
407,6068,4,False,1,False,1,48,0.0673,0.0645,0.0002,6.5782,2,71,,,,,,,6.7179,,per_fault.csv
408,6083,4,False,1,False,1,105,0.1335,0.0642,0.1225,8.2854,2,50,,,,,,,8.6133,,per_fault.csv
409,6084,4,False,1,False,1,102,0.0579,0.065,0.0001,8.177,2,53,,,,,,,8.3077,,per_fault.csv
410,6085,3,True,1,False,1,33,0.0455,0.0654,0.0001,2.3023,1,9,,,,,,,2.4214,,per_fault.csv
411,6098,4,True,1,True,1,13,0.1074,0.0625,0.0,0.3669,1,0,,,,,,,0.5426,,per_fault.csv
412,6105,3,True,1,False,1,12,0.0418,0.0615,0.0001,0.9944,1,3,,,,,,,1.1051,,per_fault.csv
413,6111,4,True,1,True,1,13,0.2262,0.0336,0.0,0.3008,1,0,,,,,,,0.5665,,per_fault.csv
414,6130,3,True,1,False,1,23,0.0122,0.0629,0.0001,1.3991,1,0,,,,,,,1.4817,,per_fault.csv
415,6130,4,True,1,False,1,23,0.012,0.0648,0.0001,1.3929,1,0,,,,,,,1.4774,,per_fault.csv
416,6133,3,False,1,False,1,6,0.0221,0.0649,0.0145,5.169,2,63,,,,,,,5.2781,,per_fault.csv
417,6134,4,True,1,False,1,5,0.0331,0.0637,0.0001,4.3482,1,69,,,,,,,4.4529,,per_fault.csv
418,6135,3,False,1,False,1,4,0.0206,0.0637,0.0001,5.1091,2,63,,,,,,,5.2011,,per_fault.csv
419,6173,3,True,1,True,1,6,0.053,0.0622,0.0,0.0637,1,0,,,,,,,0.1848,,per_fault.csv
420,6185,3,True,1,True,1,2,0.006,0.0321,0.0,0.0,1,0,,,,,,,0.04,,per_fault.csv
421,6186,4,True,1,True,1,2,0.006,0.0323,0.0,0.0,1,0,,,,,,,0.0402,,per_fault.csv
422,6188,3,True,1,True,1,2,0.0057,0.0322,0.0,0.0,1,0,,,,,,,0.0398,,per_fault.csv
423,6190,4,True,1,True,1,4,0.0169,0.0322,0.0,0.0,1,0,,,,,,,0.0511,,per_fault.csv
424,6192,4,False,1,False,1,33,0.0173,0.0647,0.0001,6.0157,2,76,,,,,,,6.1057,,per_fault.csv
425,6201,3,True,1,True,1,33,0.0179,0.0646,0.0,1.0105,1,0,,,,,,,1.0988,,per_fault.csv
426,6204,3,True,1,True,1,7,0.0724,0.0652,0.0,0.2199,1,0,,,,,,,0.3632,,per_fault.csv
427,6205,3,True,1,True,1,27,0.0251,0.0642,0.0,0.7801,1,0,,,,,,,0.8752,,per_fault.csv
428,6241,3,True,1,True,1,6,0.0142,0.0644,0.0,0.1767,1,0,,,,,,,0.2611,,per_fault.csv
429,6241,4,True,1,True,1,4,0.013,0.0317,0.0,0.0,1,0,,,,,,,0.0467,,per_fault.csv
430,6242,3,True,1,True,1,13,0.0321,0.0645,0.0,0.3345,1,0,,,,,,,0.437,,per_fault.csv
431,6242,4,True,1,True,1,6,0.0709,0.0639,0.0,0.0958,1,0,,,,,,,0.2364,,per_fault.csv
432,6244,3,True,1,True,1,7,0.2017,0.0645,0.0,0.1914,1,0,,,,,,,0.4634,,per_fault.csv
433,6246,4,True,1,True,1,9,0.0221,0.066,0.0,0.2518,1,0,,,,,,,0.346,,per_fault.csv
434,6248,4,True,1,True,1,9,0.0227,0.0647,0.0,0.2516,1,0,,,,,,,0.3449,,per_fault.csv
435,6251,3,True,1,True,1,6,0.0349,0.0644,0.0,0.0963,1,0,,,,,,,0.2015,,per_fault.csv
436,6256,4,True,1,True,1,4,0.0067,0.0654,0.0,0.0631,1,0,,,,,,,0.1409,,per_fault.csv
437,6266,3,True,1,True,1,20,0.0113,0.0642,0.0,0.5907,1,0,,,,,,,0.672,,per_fault.csv
438,6278,4,True,1,True,1,10,0.0643,0.033,0.0,0.2274,1,0,,,,,,,0.3304,,per_fault.csv
439,6287,4,True,1,True,1,12,0.2663,0.0321,0.0,0.259,1,0,,,,,,,0.5631,,per_fault.csv
440,6289,3,True,1,False,1,16,0.2693,0.0657,0.0851,1.1768,1,0,,,,,,,1.6049,,per_fault.csv
441,6291,4,True,1,True,1,22,0.5462,0.0326,0.0,0.5573,1,0,,,,,,,1.1419,,per_fault.csv
442,6292,3,True,1,False,1,16,0.2594,0.0646,0.1818,1.1928,1,0,,,,,,,1.7063,,per_fault.csv
443,6292,4,True,1,True,1,25,0.5422,0.0324,0.0,0.6629,1,0,,,,,,,1.2431,,per_fault.csv
444,6293,4,True,1,True,1,24,0.4637,0.0318,0.0,0.6196,1,0,,,,,,,1.1209,,per_fault.csv
445,6298,4,False,1,False,1,40,0.2612,0.0322,0.0251,6.1233,2,72,,,,,,,6.4494,,per_fault.csv
446,6300,3,True,1,False,1,16,0.0766,0.0654,0.0003,1.236,1,0,,,,,,,1.3862,,per_fault.csv
447,6308,4,False,1,False,1,37,0.1588,0.0646,0.0088,6.0217,2,69,,,,,,,6.2616,,per_fault.csv
448,6311,3,True,1,True,1,66,0.1538,0.0633,0.0,2.0521,1,0,,,,,,,2.2758,,per_fault.csv
449,6315,4,False,1,False,1,60,0.1753,0.0659,0.0008,6.8376,2,70,,,,,,,7.0876,,per_fault.csv
450,6318,3,False,1,False,1,53,0.1895,0.0649,0.139,6.6656,2,70,,,,,,,7.067,,per_fault.csv
451,6323,3,False,1,False,1,81,0.1553,0.064,0.1441,7.5403,2,63,,,,,,,7.9116,,per_fault.csv
452,6324,4,True,1,True,1,26,0.1465,0.063,0.0,0.6963,1,0,,,,,,,0.9114,,per_fault.csv
453,6327,4,True,1,True,1,25,0.1537,0.0637,0.0,0.6574,1,0,,,,,,,0.8809,,per_fault.csv
454,6330,3,False,1,False,1,64,0.1515,0.0647,0.0006,7.0348,2,68,,,,,,,7.2597,,per_fault.csv
455,6331,4,False,1,False,1,41,0.2102,0.0647,0.0093,6.18,2,72,,,,,,,6.4722,,per_fault.csv
456,6332,3,True,1,True,1,36,0.2027,0.0638,0.0,1.1401,1,0,,,,,,,1.4125,,per_fault.csv
457,6336,3,True,1,True,1,36,0.2047,0.066,0.0,1.1434,1,0,,,,,,,1.42,,per_fault.csv
458,6336,4,False,1,False,1,35,0.2017,0.0645,0.0455,5.9572,2,67,,,,,,,6.2767,,per_fault.csv
459,6341,3,True,1,False,1,16,0.1882,0.0639,0.1252,1.2595,1,0,,,,,,,1.6443,,per_fault.csv
