fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,ai_less_backtracks,ai_error,time_s,classic_time_s,source_csv
5883,21295,3,True,1,True,1,4,3.9461,0.0342,0.0,0.1369,1,0,,,,,,,4.1491,,shard_5000_6000_per_fault.csv
5884,21295,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0068,,shard_5000_6000_per_fault.csv
5885,21297,3,True,1,True,1,4,4.3819,0.0333,0.0,0.1318,1,0,,,,,,,4.5783,,shard_5000_6000_per_fault.csv
5886,21302,3,True,1,True,1,4,3.4153,0.0358,0.0,0.1434,1,0,,,,,,,3.6273,,shard_5000_6000_per_fault.csv
5887,21302,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.006,,shard_5000_6000_per_fault.csv
5888,21303,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0325,,shard_5000_6000_per_fault.csv
5889,21304,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0298,,shard_5000_6000_per_fault.csv
5890,21305,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0293,,shard_5000_6000_per_fault.csv
5891,21306,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0314,,shard_5000_6000_per_fault.csv
5892,21308,3,True,1,True,1,4,3.098,0.0352,0.0,0.1494,1,0,,,,,,,3.3139,,shard_5000_6000_per_fault.csv
5893,21308,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0051,,shard_5000_6000_per_fault.csv
5894,21309,3,True,1,True,1,4,2.4979,0.0334,0.0,0.133,1,0,,,,,,,2.6968,,shard_5000_6000_per_fault.csv
5895,21315,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0344,,shard_5000_6000_per_fault.csv
5896,21316,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0289,,shard_5000_6000_per_fault.csv
5897,21321,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0284,,shard_5000_6000_per_fault.csv
5898,21323,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.03,,shard_5000_6000_per_fault.csv
5899,21327,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0278,,shard_5000_6000_per_fault.csv
5900,21331,3,True,1,False,1,0,0.0,0.0,8.8441,0.1512,1,0,,,,,,,19.024,,shard_5000_6000_per_fault.csv
5901,21333,3,True,1,False,1,0,0.0,0.0,9.759,0.1243,1,0,,,,,,,19.9103,,shard_5000_6000_per_fault.csv
5902,21334,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0285,,shard_5000_6000_per_fault.csv
5903,21343,3,True,1,True,1,4,9.0272,0.0685,0.0,0.0999,1,0,,,,,,,9.2243,,shard_5000_6000_per_fault.csv
5904,21345,3,True,1,True,1,6,6.8848,0.0711,0.0,0.1742,1,0,,,,,,,7.1594,,shard_5000_6000_per_fault.csv
5905,21348,3,True,1,True,1,6,7.4333,0.0714,0.0,0.1741,1,0,,,,,,,7.7081,,shard_5000_6000_per_fault.csv
5906,21351,3,True,1,True,1,6,6.1715,0.0721,0.0,0.1799,1,0,,,,,,,6.4521,,shard_5000_6000_per_fault.csv
5907,21352,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.028,,shard_5000_6000_per_fault.csv
5908,21354,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0282,,shard_5000_6000_per_fault.csv
5909,21357,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0273,,shard_5000_6000_per_fault.csv
5910,21358,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0273,,shard_5000_6000_per_fault.csv
5911,21359,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0294,,shard_5000_6000_per_fault.csv
5912,21360,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0686,,shard_5000_6000_per_fault.csv
5913,21363,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0632,,shard_5000_6000_per_fault.csv
5914,21363,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0047,,shard_5000_6000_per_fault.csv
5915,21364,3,True,1,False,1,6,8.357,0.0,9.8113,0.5784,1,1,,,,,,,18.8127,,shard_5000_6000_per_fault.csv
5916,21365,4,True,1,True,1,9,2.6556,0.0346,0.0,0.165,1,0,,,,,,,2.8957,,shard_5000_6000_per_fault.csv
5917,21369,4,True,1,True,1,32,4.6521,0.0344,0.0,1.0639,1,0,,,,,,,5.7998,,shard_5000_6000_per_fault.csv
5918,21370,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0481,,shard_5000_6000_per_fault.csv
5919,21377,4,True,1,False,1,18,8.5421,0.0331,6.8534,0.5445,1,0,,,,,,,15.9931,,shard_5000_6000_per_fault.csv
5920,21378,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0272,,shard_5000_6000_per_fault.csv
5921,21379,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0273,,shard_5000_6000_per_fault.csv
5922,21381,3,True,1,True,1,35,4.7585,0.0339,0.0,1.1227,1,0,,,,,,,5.9344,,shard_5000_6000_per_fault.csv
5923,21384,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0314,,shard_5000_6000_per_fault.csv
5924,21387,4,True,1,False,1,0,0.0,0.0,3.3783,0.6284,1,0,,,,,,,14.0431,,shard_5000_6000_per_fault.csv
5925,21388,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0329,,shard_5000_6000_per_fault.csv
5926,21391,4,True,1,True,1,92,8.2117,0.0333,0.0,0.1303,1,0,,,,,,,8.4045,,shard_5000_6000_per_fault.csv
5927,21395,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0186,,shard_5000_6000_per_fault.csv
5928,21403,4,True,1,True,1,33,0.0751,0.0688,0.0,0.5156,1,0,,,,,,,0.6656,,shard_5000_6000_per_fault.csv
5929,21404,3,True,1,True,1,33,1.1745,0.0329,0.0,0.3808,1,0,,,,,,,1.5989,,shard_5000_6000_per_fault.csv
5930,21404,4,True,1,False,1,0,0.0,0.0,1.7172,1.4791,1,0,,,,,,,13.2006,,shard_5000_6000_per_fault.csv
5931,21410,4,True,1,True,1,37,0.0377,0.0722,0.0,0.6792,1,0,,,,,,,0.7954,,shard_5000_6000_per_fault.csv
5932,21417,3,True,1,True,1,21,0.0468,0.0683,0.0,0.6367,1,0,,,,,,,0.7581,,shard_5000_6000_per_fault.csv
5933,21417,4,True,1,True,1,37,0.1039,0.0655,0.0,0.622,1,0,,,,,,,0.7973,,shard_5000_6000_per_fault.csv
5934,21424,3,True,1,True,1,12,0.0676,0.0664,0.0,0.3429,1,0,,,,,,,0.4831,,shard_5000_6000_per_fault.csv
5935,21446,4,True,1,True,1,38,0.0782,0.0688,0.0,0.6777,1,0,,,,,,,0.8309,,shard_5000_6000_per_fault.csv
5936,21450,4,False,1,False,1,124,9.4015,0.0348,0.0,0.2082,,0,,,,,,AI solve exceeded 10.00s,19.6558,,shard_5000_6000_per_fault.csv
5937,21453,4,True,1,True,1,23,0.073,0.0704,0.0,0.201,1,0,,,,,,,0.3507,,shard_5000_6000_per_fault.csv
5938,21455,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0074,,shard_5000_6000_per_fault.csv
5939,21456,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0075,,shard_5000_6000_per_fault.csv
5940,21464,4,True,1,False,1,0,0.0,0.0,5.4642,0.636,1,2,,,,,,,16.1094,,shard_5000_6000_per_fault.csv
5941,21467,3,True,1,False,1,16,0.0829,0.0696,0.0001,1.4378,1,4,,,,,,,1.5991,,shard_5000_6000_per_fault.csv
5942,21468,3,True,1,True,1,5,1.4371,0.0344,0.0,0.0679,1,0,,,,,,,1.5578,,shard_5000_6000_per_fault.csv
5943,21476,3,False,1,False,1,22,4.1696,0.0,2.7363,5.7777,2,50,,,,,,,12.7276,,shard_5000_6000_per_fault.csv
5944,21480,4,False,1,False,1,12,4.0734,0.0,3.8424,5.4239,2,74,,,,,,,13.3826,,shard_5000_6000_per_fault.csv
5945,21482,4,True,1,True,1,18,7.6365,0.0,0.0,0.6331,1,0,,,,,,,8.3465,,shard_5000_6000_per_fault.csv
5946,21486,4,True,1,True,1,38,1.3174,0.0326,0.0,0.1594,1,0,,,,,,,1.5633,,shard_5000_6000_per_fault.csv
5947,21488,3,True,1,True,1,3,1.4177,0.0353,0.0,0.1057,1,0,,,,,,,1.6067,,shard_5000_6000_per_fault.csv
5948,21493,4,False,1,False,1,39,1.797,0.0341,0.5202,5.5061,2,56,,,,,,,7.9126,,shard_5000_6000_per_fault.csv
5949,21494,3,False,1,False,1,44,2.2691,0.0447,3.8505,5.7072,2,51,,,,,,,11.9177,,shard_5000_6000_per_fault.csv
5950,21494,4,False,1,False,1,36,2.4135,0.0,2.4008,6.2313,2,58,,,,,,,11.0531,,shard_5000_6000_per_fault.csv
5951,21498,3,True,1,False,1,52,2.7227,0.0339,3.2429,3.0318,1,12,,,,,,,9.077,,shard_5000_6000_per_fault.csv
5952,21500,4,False,1,False,1,35,4.0086,0.0,5.5056,6.2307,2,56,,,,,,,15.7909,,shard_5000_6000_per_fault.csv
5953,21502,4,False,1,False,1,26,3.6214,0.0,3.388,5.9021,2,55,,,,,,,12.9581,,shard_5000_6000_per_fault.csv
5954,21503,3,True,1,False,1,34,1.6568,0.0362,4.4805,1.9858,1,4,,,,,,,8.2054,,shard_5000_6000_per_fault.csv
5955,21504,4,False,1,False,1,14,8.6653,0.0,8.3555,5.5679,2,56,,,,,,,22.6432,,shard_5000_6000_per_fault.csv
5956,21505,3,False,1,False,1,43,1.6358,0.0355,2.6498,5.7219,2,60,,,,,,,10.0901,,shard_5000_6000_per_fault.csv
5957,21505,4,False,1,False,1,20,3.6402,0.0,2.2163,5.7192,2,63,,,,,,,11.5836,,shard_5000_6000_per_fault.csv
5958,21506,4,True,1,False,1,26,2.7427,0.0,4.1021,1.9517,1,4,,,,,,,8.8456,,shard_5000_6000_per_fault.csv
5959,21507,3,False,1,False,1,45,4.8408,0.0325,4.1344,6.3168,2,59,,,,,,,15.3702,,shard_5000_6000_per_fault.csv
5960,21508,4,False,1,False,1,22,3.8684,0.0,3.1786,5.745,2,51,,,,,,,12.8367,,shard_5000_6000_per_fault.csv
5961,21509,3,False,1,False,1,27,1.4798,0.0,0.3997,5.9292,2,40,,,,,,,7.8391,,shard_5000_6000_per_fault.csv
5962,21509,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0059,,shard_5000_6000_per_fault.csv
5963,21510,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0257,,shard_5000_6000_per_fault.csv
5964,21512,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0265,,shard_5000_6000_per_fault.csv
5965,21513,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0267,,shard_5000_6000_per_fault.csv
5966,21514,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0274,,shard_5000_6000_per_fault.csv
5967,21515,3,False,1,False,1,23,4.1479,0.0335,5.755,5.5622,2,66,,,,,,,15.5535,,shard_5000_6000_per_fault.csv
5968,21515,4,False,1,False,1,24,4.3312,0.0,3.3346,5.9257,2,68,,,,,,,13.5992,,shard_5000_6000_per_fault.csv
5969,21518,3,False,1,False,1,25,2.9807,0.0,5.796,5.8689,2,60,,,,,,,14.7,,shard_5000_6000_per_fault.csv
5970,21526,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0418,,shard_5000_6000_per_fault.csv
5971,21532,3,False,1,False,1,34,2.0768,0.035,2.8304,5.6808,2,71,,,,,,,10.6524,,shard_5000_6000_per_fault.csv
5972,21533,4,True,1,True,1,31,7.2501,0.0325,0.0,0.4438,1,0,,,,,,,7.7538,,shard_5000_6000_per_fault.csv
5973,21534,3,True,1,True,1,27,1.0795,0.0,0.0,0.9661,1,0,,,,,,,2.074,,shard_5000_6000_per_fault.csv
5974,21535,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0254,,shard_5000_6000_per_fault.csv
5975,21544,3,True,1,True,1,8,0.0369,0.0705,0.0,0.2357,1,0,,,,,,,0.3492,,shard_5000_6000_per_fault.csv
5976,21544,4,True,1,True,1,26,0.0624,0.0728,0.0,0.2889,1,0,,,,,,,0.4303,,shard_5000_6000_per_fault.csv
5977,21545,4,True,1,False,1,4,0.1772,0.0703,0.0002,5.0915,1,63,,,,,,,5.3475,,shard_5000_6000_per_fault.csv
5978,21553,4,True,1,True,1,7,4.4485,0.0353,0.0,0.0,1,0,,,,,,,4.5064,,shard_5000_6000_per_fault.csv
5979,21554,4,True,1,True,1,23,0.1398,0.0676,0.0,0.6614,1,0,,,,,,,0.8748,,shard_5000_6000_per_fault.csv
5980,21555,3,False,1,False,1,0,0.0,0.0,5.3269,5.1428,2,60,,,,,,AI solve exceeded 10.00s,20.4796,,shard_5000_6000_per_fault.csv
5981,21558,3,False,1,False,1,4,5.9651,0.0,5.7851,5.1723,2,61,,,,,,,16.9364,,shard_5000_6000_per_fault.csv
5982,21565,4,True,1,False,1,12,4.9692,0.0,4.6548,1.05,1,0,,,,,,,10.7069,,shard_5000_6000_per_fault.csv
5983,21569,3,False,1,False,1,34,2.0408,0.0341,1.5654,5.5999,2,54,,,,,,,9.3257,,shard_5000_6000_per_fault.csv
5984,21570,4,False,1,False,1,17,2.1289,0.0351,0.7373,5.0495,2,52,,,,,,,8.0369,,shard_5000_6000_per_fault.csv
5985,21571,3,False,1,False,1,23,1.3195,0.0,1.9961,5.7805,2,54,,,,,,,9.1912,,shard_5000_6000_per_fault.csv
5986,21571,4,False,1,False,1,54,1.6207,0.034,1.9465,5.7339,2,58,,,,,,,9.3431,,shard_5000_6000_per_fault.csv
5987,21578,4,False,1,False,1,19,1.2221,0.0,2.2393,5.7069,2,64,,,,,,,9.2597,,shard_5000_6000_per_fault.csv
5988,21581,3,False,1,False,1,18,7.0626,0.0,3.4291,5.7274,2,68,,,,,,,16.3135,,shard_5000_6000_per_fault.csv
5989,21583,3,True,1,False,1,61,3.7236,0.0335,8.1021,1.0165,1,7,,,,,,,12.9824,,shard_5000_6000_per_fault.csv
5990,21583,4,False,1,False,1,18,4.5285,0.0,5.0814,5.6921,2,67,,,,,,,15.3098,,shard_5000_6000_per_fault.csv
5991,21593,3,True,1,True,1,9,6.8218,0.0355,0.0,0.2752,1,0,,,,,,,7.2391,,shard_5000_6000_per_fault.csv
5992,21593,4,True,1,True,1,13,5.0376,0.0,0.0,0.4466,1,0,,,,,,,5.4899,,shard_5000_6000_per_fault.csv
5993,21594,3,True,1,True,1,9,9.5051,0.0344,0.0,0.2673,1,0,,,,,,,9.9165,,shard_5000_6000_per_fault.csv
5994,21594,4,True,1,True,1,13,4.3554,0.0,0.0,0.408,1,0,,,,,,,4.7691,,shard_5000_6000_per_fault.csv
5995,21597,4,True,1,True,1,13,7.9831,0.0,0.0,0.4521,1,0,,,,,,,8.5466,,shard_5000_6000_per_fault.csv
5996,21601,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1097,,shard_5000_6000_per_fault.csv
5997,21603,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1069,,shard_5000_6000_per_fault.csv
5998,21604,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.106,,shard_5000_6000_per_fault.csv
5999,21606,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1063,,shard_5000_6000_per_fault.csv
6000,21611,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0576,,shard_6000_7000_per_fault.csv
6001,21613,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0564,,shard_6000_7000_per_fault.csv
6002,21616,4,True,1,False,1,0,0.0,0.0,9.7867,0.8188,1,7,,,,,,,20.7609,,shard_6000_7000_per_fault.csv
6003,21618,4,True,1,False,1,13,7.1283,0.0,6.3887,1.2264,1,7,,,,,,,14.9322,,shard_6000_7000_per_fault.csv
6004,21622,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1931,,shard_6000_7000_per_fault.csv
6005,21627,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1043,,shard_6000_7000_per_fault.csv
6006,21629,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1039,,shard_6000_7000_per_fault.csv
6007,21631,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0168,,shard_6000_7000_per_fault.csv
6008,21638,4,True,1,True,1,21,7.1906,0.0362,0.0,0.6672,1,0,,,,,,,7.9217,,shard_6000_7000_per_fault.csv
6009,21641,3,True,1,True,1,18,4.8075,0.0348,0.0,0.6084,1,0,,,,,,,5.4816,,shard_6000_7000_per_fault.csv
6010,21642,4,True,1,False,1,12,6.1342,0.0,6.8526,1.0447,1,0,,,,,,,14.0643,,shard_6000_7000_per_fault.csv
6011,21643,4,True,1,False,1,12,6.2081,0.0,6.7696,1.0802,1,0,,,,,,,14.0912,,shard_6000_7000_per_fault.csv
6012,21645,4,True,1,False,1,12,6.1834,0.0,6.9249,1.0569,1,0,,,,,,,14.2103,,shard_6000_7000_per_fault.csv
6013,21647,3,True,1,True,1,24,7.1946,0.035,0.0,0.6053,1,0,,,,,,,7.8662,,shard_6000_7000_per_fault.csv
6014,21647,4,True,1,False,1,12,6.6602,0.0,5.6924,1.0728,1,0,,,,,,,13.433,,shard_6000_7000_per_fault.csv
6015,21650,3,True,1,True,1,26,6.6863,0.0348,0.0,0.571,1,0,,,,,,,7.3232,,shard_6000_7000_per_fault.csv
6016,21650,4,True,1,False,1,12,7.3893,0.0,8.4935,1.0678,1,0,,,,,,,16.9584,,shard_6000_7000_per_fault.csv
6017,21652,4,True,1,False,1,12,5.1067,0.0,7.7589,1.1102,1,0,,,,,,,14.0099,,shard_6000_7000_per_fault.csv
6018,21658,4,True,1,False,1,10,5.417,0.0,7.1561,1.0498,1,0,,,,,,,13.6561,,shard_6000_7000_per_fault.csv
6019,21663,3,True,1,True,1,11,5.8851,0.0357,0.0,0.2766,1,0,,,,,,,6.2285,,shard_6000_7000_per_fault.csv
6020,21665,4,True,1,False,1,11,6.5141,0.0,7.1875,1.0792,1,0,,,,,,,14.8142,,shard_6000_7000_per_fault.csv
6021,21668,4,True,1,False,1,11,5.9871,0.0,7.0504,1.0775,1,0,,,,,,,14.1481,,shard_6000_7000_per_fault.csv
6022,21669,3,True,1,True,1,17,7.1993,0.0344,0.0,0.2721,1,0,,,,,,,7.537,,shard_6000_7000_per_fault.csv
6023,21670,3,True,1,True,1,18,6.0404,0.0349,0.0,0.2684,1,0,,,,,,,6.3751,,shard_6000_7000_per_fault.csv
6024,21672,4,True,1,False,1,11,7.0943,0.0,9.3385,1.0803,1,0,,,,,,,17.546,,shard_6000_7000_per_fault.csv
6025,21674,3,True,1,True,1,32,6.0841,0.0348,0.0,0.5993,1,0,,,,,,,6.7493,,shard_6000_7000_per_fault.csv
6026,21674,4,True,1,False,1,11,7.214,0.0,7.4031,1.0709,1,0,,,,,,,15.6957,,shard_6000_7000_per_fault.csv
6027,21675,3,True,1,True,1,33,5.945,0.0353,0.0,0.6069,1,0,,,,,,,6.6185,,shard_6000_7000_per_fault.csv
6028,21677,4,True,1,True,1,20,9.3677,0.0,0.0,0.7008,1,0,,,,,,,10.1057,,shard_6000_7000_per_fault.csv
6029,21678,3,True,1,True,1,8,5.9331,0.0341,0.0,0.198,1,0,,,,,,,6.2029,,shard_6000_7000_per_fault.csv
6030,21679,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0366,,shard_6000_7000_per_fault.csv
6031,21680,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0373,,shard_6000_7000_per_fault.csv
6032,21684,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0372,,shard_6000_7000_per_fault.csv
6033,21686,4,True,1,True,1,20,6.4805,0.0,0.0,0.7173,1,0,,,,,,,7.2355,,shard_6000_7000_per_fault.csv
6034,21687,3,True,1,False,1,0,0.0,0.0,9.6015,0.11,1,0,,,,,,,19.749,,shard_6000_7000_per_fault.csv
6035,21687,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0049,,shard_6000_7000_per_fault.csv
6036,21688,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0392,,shard_6000_7000_per_fault.csv
6037,21690,3,True,1,False,1,0,0.0,0.0,6.177,0.1097,1,0,,,,,,,16.3225,,shard_6000_7000_per_fault.csv
6038,21692,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.037,,shard_6000_7000_per_fault.csv
6039,21694,4,True,1,True,1,20,9.5217,0.0,0.0,0.6958,1,0,,,,,,,10.2564,,shard_6000_7000_per_fault.csv
6040,21697,4,True,1,True,1,20,9.6263,0.0,0.0,0.7059,1,0,,,,,,,10.3699,,shard_6000_7000_per_fault.csv
6041,21698,3,True,1,True,1,38,6.5865,0.0479,0.0,0.5455,1,0,,,,,,,7.2175,,shard_6000_7000_per_fault.csv
6042,21702,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0378,,shard_6000_7000_per_fault.csv
6043,21702,4,True,1,True,1,20,6.5808,0.0,0.0,0.6972,1,0,,,,,,,7.2839,,shard_6000_7000_per_fault.csv
6044,21703,4,True,1,False,1,0,0.0,0.0,9.0814,0.4353,1,0,,,,,,,19.5539,,shard_6000_7000_per_fault.csv
6045,21704,3,True,1,True,1,44,9.6093,0.0354,0.0,0.5302,1,0,,,,,,,10.2126,,shard_6000_7000_per_fault.csv
6046,21706,4,True,1,True,1,20,6.8511,0.0,0.0,0.689,1,0,,,,,,,7.5774,,shard_6000_7000_per_fault.csv
6047,21709,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0362,,shard_6000_7000_per_fault.csv
6048,21712,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.036,,shard_6000_7000_per_fault.csv
6049,21714,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.037,,shard_6000_7000_per_fault.csv
6050,21716,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0395,,shard_6000_7000_per_fault.csv
6051,21727,4,True,1,True,1,5,4.4869,0.035,0.0,0.0,1,0,,,,,,,4.5518,,shard_6000_7000_per_fault.csv
6052,21730,3,True,1,True,1,4,6.7356,0.0343,0.0,0.1006,1,0,,,,,,,6.9021,,shard_6000_7000_per_fault.csv
6053,21730,4,True,1,True,1,5,4.4743,0.0358,0.0,0.0,1,0,,,,,,,4.5142,,shard_6000_7000_per_fault.csv
6054,21732,3,True,1,True,1,4,4.8386,0.0357,0.0,0.1043,1,0,,,,,,,5.0105,,shard_6000_7000_per_fault.csv
6055,21734,4,True,1,True,1,5,4.9697,0.0345,0.0,0.0,1,0,,,,,,,5.0341,,shard_6000_7000_per_fault.csv
6056,21735,4,True,1,True,1,5,5.3731,0.0336,0.0,0.0,1,0,,,,,,,5.4363,,shard_6000_7000_per_fault.csv
6057,21736,4,True,1,True,1,5,4.0971,0.0343,0.0,0.0,1,0,,,,,,,4.1613,,shard_6000_7000_per_fault.csv
6058,21741,4,True,1,True,1,5,4.0709,0.0345,0.0,0.0,1,0,,,,,,,4.1356,,shard_6000_7000_per_fault.csv
6059,21742,4,True,1,True,1,5,3.6816,0.0351,0.0,0.0,1,0,,,,,,,3.7466,,shard_6000_7000_per_fault.csv
6060,21743,3,True,1,True,1,4,5.195,0.0359,0.0,0.1022,1,0,,,,,,,5.3649,,shard_6000_7000_per_fault.csv
6061,21744,3,True,1,True,1,4,6.1617,0.0355,0.0,0.1037,1,0,,,,,,,6.3324,,shard_6000_7000_per_fault.csv
6062,21746,3,True,1,True,1,4,5.436,0.0373,0.0,0.1089,1,0,,,,,,,5.6137,,shard_6000_7000_per_fault.csv
6063,21746,4,True,1,True,1,5,4.5755,0.0344,0.0,0.0,1,0,,,,,,,4.6139,,shard_6000_7000_per_fault.csv
6064,21747,3,True,1,True,1,4,6.7018,0.0355,0.0,0.1037,1,0,,,,,,,6.8724,,shard_6000_7000_per_fault.csv
6065,21747,4,True,1,True,1,5,4.1921,0.0347,0.0,0.0,1,0,,,,,,,4.2309,,shard_6000_7000_per_fault.csv
6066,21749,3,True,1,True,1,4,5.3697,0.0351,0.0,0.1038,1,0,,,,,,,5.5403,,shard_6000_7000_per_fault.csv
6067,21750,3,True,1,True,1,4,6.4306,0.0343,0.0,0.1023,1,0,,,,,,,6.5988,,shard_6000_7000_per_fault.csv
6068,21750,4,True,1,True,1,5,4.7467,0.0341,0.0,0.0,1,0,,,,,,,4.7847,,shard_6000_7000_per_fault.csv
6069,21751,3,True,1,True,1,4,4.8088,0.0365,0.0,0.1036,1,0,,,,,,,4.9813,,shard_6000_7000_per_fault.csv
6070,21752,4,True,1,True,1,5,4.5661,0.035,0.0,0.0,1,0,,,,,,,4.631,,shard_6000_7000_per_fault.csv
6071,21753,3,True,1,True,1,4,6.7678,0.0347,0.0,0.1012,1,0,,,,,,,6.9352,,shard_6000_7000_per_fault.csv
